
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/15/2025 2:42:41 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/15/2025 2:42:53 PM;;
4/15/2025 2:44:16 PM;TargetLandmark1_Billboard;(0.604, 0.419, 2.486);0.604;0.419;2.486;0.598;0.395;290.000
4/15/2025 2:44:16 PM;TargetLandmark2_LionStatue;(0.778, 0.556, 2.472);0.778;0.556;2.472;0.394;0.217;292.500
4/15/2025 2:44:16 PM;TargetLandmark3_GlobalLandmark1;(0.801, 0.332, 2.453);0.801;0.332;2.453;0.117;0.395;260.000
4/15/2025 2:44:16 PM;TargetLandmark4_GasStation;(0.660, 0.224, 2.429);0.660;0.224;2.429;0.307;0.677;295.000
4/15/2025 2:44:16 PM;TargetLandmark5_Church;(0.356, 0.316, 2.399);0.356;0.316;2.399;0.604;0.882;275.000
4/15/2025 2:44:16 PM;TargetLandmark6_GlobalLandmark2;(0.312, 0.592, 2.408);0.312;0.592;2.408;0.869;0.849;235.000
4/15/2025 2:44:16 PM;TargetLandmark7_MusicShop;(0.495, 0.628, 2.442);0.495;0.628;2.442;0.791;0.569;280.000
4/15/2025 2:44:16 PM;TargetLandmark1_Billboard;(0.604, 0.419, 2.486);0.604;0.419;2.486;0.598;0.395;290.000
4/15/2025 2:44:17 PM;TargetLandmark2_LionStatue;(0.778, 0.556, 2.472);0.778;0.556;2.472;0.394;0.217;292.500
4/15/2025 2:44:17 PM;TargetLandmark3_GlobalLandmark1;(0.801, 0.332, 2.453);0.801;0.332;2.453;0.117;0.395;260.000
4/15/2025 2:44:17 PM;TargetLandmark4_GasStation;(0.660, 0.224, 2.429);0.660;0.224;2.429;0.307;0.677;295.000
4/15/2025 2:44:17 PM;TargetLandmark5_Church;(0.356, 0.316, 2.399);0.356;0.316;2.399;0.604;0.882;275.000
4/15/2025 2:44:17 PM;TargetLandmark6_GlobalLandmark2;(0.312, 0.592, 2.408);0.312;0.592;2.408;0.869;0.849;235.000
4/15/2025 2:44:17 PM;TargetLandmark7_MusicShop;(0.495, 0.628, 2.442);0.495;0.628;2.442;0.791;0.569;280.000
