
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/4/2025 11:25:54 AM;;
4/4/2025 11:26:01 AM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/4/2025 11:26:01 AM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/4/2025 11:26:01 AM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/4/2025 11:26:01 AM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/4/2025 11:26:01 AM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/4/2025 11:26:01 AM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/4/2025 11:26:01 AM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/4/2025 11:29:09 AM;TargetLandmark1_Billboard;(0.481, 0.565, 2.522);0.481;0.565;2.522;0.598;0.395;290.000
4/4/2025 11:29:09 AM;TargetLandmark2_LionStatue;(0.392, 0.403, 2.373);0.392;0.403;2.373;0.394;0.217;292.500
4/4/2025 11:29:09 AM;TargetLandmark3_GlobalLandmark1;(0.244, 0.479, 2.499);0.244;0.479;2.499;0.117;0.395;260.000
4/4/2025 11:29:09 AM;TargetLandmark4_GasStation;(0.249, 0.331, 2.503);0.249;0.331;2.503;0.307;0.677;295.000
4/4/2025 11:29:09 AM;TargetLandmark5_Church;(0.418, 0.775, 2.432);0.418;0.775;2.432;0.604;0.882;275.000
4/4/2025 11:29:09 AM;TargetLandmark6_GlobalLandmark2;(0.696, 0.652, 2.548);0.696;0.652;2.548;0.869;0.849;235.000
4/4/2025 11:29:09 AM;TargetLandmark7_MusicShop;(0.311, 0.664, 2.534);0.311;0.664;2.534;0.791;0.569;280.000
