
Time;controllerPos_x;controllerPos_y;controllerPos_z;PenToggleOn
4/9/2025 11:50:20 AM;;
4/9/2025 11:50:30 AM;-1.121825;0.7685115;2.201536;False
4/9/2025 11:50:30 AM;-1.12612;0.769953;2.198377;False
4/9/2025 11:50:30 AM;-1.130289;0.7696975;2.193923;False
4/9/2025 11:50:30 AM;-1.133218;0.7681131;2.18726;False
4/9/2025 11:50:30 AM;-1.135509;0.7649405;2.179315;False
4/9/2025 11:50:30 AM;-1.136423;0.7620474;2.171919;False
4/9/2025 11:50:30 AM;-1.136531;0.7576355;2.161512;False
4/9/2025 11:50:30 AM;-1.135292;0.7532035;2.152135;False
4/9/2025 11:50:30 AM;-1.134042;0.7489334;2.141736;False
4/9/2025 11:50:30 AM;-1.12977;0.7425383;2.131838;False
4/9/2025 11:50:30 AM;-1.125353;0.7369428;2.122414;False
4/9/2025 11:50:30 AM;-1.120558;0.7319033;2.111758;False
4/9/2025 11:50:30 AM;-1.11512;0.7266401;2.100588;False
4/9/2025 11:50:30 AM;-1.108388;0.7216775;2.089244;False
4/9/2025 11:50:30 AM;-1.100452;0.7159278;2.078247;False
4/9/2025 11:50:30 AM;-1.091888;0.7101068;2.068552;False
4/9/2025 11:50:30 AM;-1.082472;0.7040585;2.059841;False
4/9/2025 11:50:30 AM;-1.072649;0.6976199;2.05144;False
4/9/2025 11:50:30 AM;-1.061433;0.6910005;2.044457;False
4/9/2025 11:50:30 AM;-1.048699;0.6829853;2.037483;False
4/9/2025 11:50:30 AM;-1.034747;0.6742203;2.030412;False
4/9/2025 11:50:30 AM;-1.021102;0.6658616;2.023748;False
4/9/2025 11:50:30 AM;-1.005728;0.6572299;2.017405;False
4/9/2025 11:50:30 AM;-0.9897695;0.6487349;2.011314;False
4/9/2025 11:50:30 AM;-0.9729638;0.6407902;2.005769;False
4/9/2025 11:50:30 AM;-0.955369;0.6320968;2.000715;False
4/9/2025 11:50:30 AM;-0.9379659;0.6241289;1.996668;False
4/9/2025 11:50:30 AM;-0.9190807;0.6152672;1.994259;False
4/9/2025 11:50:30 AM;-0.8997321;0.6065189;1.99204;False
4/9/2025 11:50:30 AM;-0.8783321;0.5978119;1.991662;False
4/9/2025 11:50:30 AM;-0.8579907;0.5906209;1.991438;False
4/9/2025 11:50:30 AM;-0.8354735;0.5834827;1.991534;False
4/9/2025 11:50:30 AM;-0.81463;0.5768915;1.99243;False
4/9/2025 11:50:30 AM;-0.7945156;0.5716155;1.994422;False
4/9/2025 11:50:30 AM;-0.7701883;0.566339;2.000004;False
