
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/9/2025 11:36:26 AM;;
4/9/2025 11:36:30 AM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/9/2025 11:36:30 AM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/9/2025 11:36:30 AM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/9/2025 11:36:30 AM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/9/2025 11:36:30 AM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/9/2025 11:36:30 AM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/9/2025 11:36:30 AM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/9/2025 11:40:13 AM;TargetLandmark1_Billboard;(0.334, 0.507, 2.500);0.334;0.507;2.500;0.598;0.395;290.000
4/9/2025 11:40:13 AM;TargetLandmark2_LionStatue;(0.681, 0.831, 2.519);0.681;0.831;2.519;0.394;0.217;292.500
4/9/2025 11:40:13 AM;TargetLandmark3_GlobalLandmark1;(0.918, 0.672, 2.509);0.918;0.672;2.509;0.117;0.395;260.000
4/9/2025 11:40:13 AM;TargetLandmark4_GasStation;(0.881, 0.411, 2.528);0.881;0.411;2.528;0.307;0.677;295.000
4/9/2025 11:40:13 AM;TargetLandmark5_Church;(0.701, 0.223, 2.534);0.701;0.223;2.534;0.604;0.882;275.000
4/9/2025 11:40:13 AM;TargetLandmark6_GlobalLandmark2;(0.469, 0.218, 2.530);0.469;0.218;2.530;0.869;0.849;235.000
4/9/2025 11:40:13 AM;TargetLandmark7_MusicShop;(0.446, 0.814, 2.472);0.446;0.814;2.472;0.791;0.569;280.000
4/9/2025 11:40:13 AM;TargetLandmark1_Billboard;(0.334, 0.507, 2.500);0.334;0.507;2.500;0.598;0.395;290.000
4/9/2025 11:40:13 AM;TargetLandmark2_LionStatue;(0.681, 0.831, 2.519);0.681;0.831;2.519;0.394;0.217;292.500
4/9/2025 11:40:13 AM;TargetLandmark3_GlobalLandmark1;(0.918, 0.672, 2.509);0.918;0.672;2.509;0.117;0.395;260.000
4/9/2025 11:40:13 AM;TargetLandmark4_GasStation;(0.881, 0.411, 2.528);0.881;0.411;2.528;0.307;0.677;295.000
4/9/2025 11:40:13 AM;TargetLandmark5_Church;(0.701, 0.223, 2.534);0.701;0.223;2.534;0.604;0.882;275.000
4/9/2025 11:40:13 AM;TargetLandmark6_GlobalLandmark2;(0.469, 0.218, 2.530);0.469;0.218;2.530;0.869;0.849;235.000
4/9/2025 11:40:13 AM;TargetLandmark7_MusicShop;(0.446, 0.814, 2.472);0.446;0.814;2.472;0.791;0.569;280.000
