
Time;TrialNum;TriggerNum,Referencelandmark;Displaylandmark, GroundTruthDirection; EstDirection; Angle
4/11/2025 3:16:48 PM;;;;;;;
Time;TrialNum;TriggerNum,Referencelandmark;Displaylandmark, GroundTruthDirection; EstDirection; Angle
4/11/2025 3:27:04 PM;;;;;;;
4/11/2025 3:27:36 PM;0;1;TargetLandmark7_MusicShop;TargetLandmark1_Billboard;(-0.687, 0.000, -0.726);(-0.790, 0.000, -0.595);9.601
4/11/2025 3:27:41 PM;1;2;TargetLandmark7_MusicShop;TargetLandmark2_LionStatue;(-0.720, 0.000, -0.694);(-0.456, 0.000, -0.883);18.783
4/11/2025 3:27:50 PM;2;3;TargetLandmark7_MusicShop;TargetLandmark3_GlobalLandmark1;(-0.952, 0.000, -0.294);(-0.396, 0.000, -0.917);49.473
4/11/2025 3:27:53 PM;3;4;TargetLandmark7_MusicShop;TargetLandmark4_GasStation;(-0.989, 0.000, 0.147);(-0.945, 0.000, -0.323);27.290
4/11/2025 3:28:11 PM;4;5;TargetLandmark7_MusicShop;TargetLandmark5_Church;(-0.567, 0.000, 0.816);(-0.953, 0.000, 0.297);37.937
4/11/2025 3:28:24 PM;5;6;TargetLandmark7_MusicShop;TargetLandmark6_GlobalLandmark2;(0.262, 0.000, 0.887);(-0.697, 0.000, 0.714);60.733
4/11/2025 3:28:32 PM;6;8;TargetLandmark4_GasStation;TargetLandmark1_Billboard;(0.663, 0.000, -0.747);(-0.539, 0.000, -0.841);74.275
4/11/2025 3:28:36 PM;7;9;TargetLandmark4_GasStation;TargetLandmark2_LionStatue;(0.078, 0.000, -0.997);(-0.134, 0.000, -0.990);12.168
4/11/2025 3:28:40 PM;8;10;TargetLandmark4_GasStation;TargetLandmark3_GlobalLandmark1;(-0.661, 0.000, -0.730);(0.467, 0.000, -0.883);70.017
4/11/2025 3:28:48 PM;9;11;TargetLandmark4_GasStation;TargetLandmark5_Church;(0.741, 0.000, 0.661);(0.860, 0.000, 0.505);11.319
4/11/2025 3:28:51 PM;10;12;TargetLandmark4_GasStation;TargetLandmark6_GlobalLandmark2;(0.922, 0.000, 0.337);(0.318, 0.000, 0.943);51.288
4/11/2025 3:28:56 PM;11;13;TargetLandmark4_GasStation;TargetLandmark7_MusicShop;(0.975, 0.000, -0.212);(0.998, 0.000, 0.027);13.837
4/11/2025 3:29:14 PM;12;15;TargetLandmark1_Billboard;TargetLandmark2_LionStatue;(-0.743, 0.000, -0.668);(0.854, 0.000, -0.496);107.881
4/11/2025 3:29:15 PM;13;16;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);(0.988, 0.000, -0.098);179.399
4/11/2025 3:29:20 PM;14;17;TargetLandmark1_Billboard;TargetLandmark4_GasStation;(-0.603, 0.000, 0.798);(0.355, 0.000, 0.933);57.908
4/11/2025 3:29:26 PM;15;18;TargetLandmark1_Billboard;TargetLandmark5_Church;(0.104, 0.000, 0.992);(0.724, 0.000, 0.687);40.481
4/11/2025 3:29:30 PM;16;19;TargetLandmark1_Billboard;TargetLandmark6_GlobalLandmark2;(0.536, 0.000, 0.826);(0.356, 0.000, 0.933);12.066
4/11/2025 3:29:33 PM;17;20;TargetLandmark1_Billboard;TargetLandmark7_MusicShop;(0.748, 0.000, 0.658);(0.965, 0.000, 0.254);26.589
4/11/2025 3:29:46 PM;18;22;TargetLandmark6_GlobalLandmark2;TargetLandmark1_Billboard;(-0.489, 0.000, -0.872);(-0.835, 0.000, -0.545);27.576
4/11/2025 3:29:49 PM;19;23;TargetLandmark6_GlobalLandmark2;TargetLandmark2_LionStatue;(-0.600, 0.000, -0.800);(-0.594, 0.000, -0.804);0.428
4/11/2025 3:29:52 PM;20;24;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);(-0.468, 0.000, -0.882);33.584
4/11/2025 3:29:59 PM;21;25;TargetLandmark6_GlobalLandmark2;TargetLandmark4_GasStation;(-0.983, 0.000, -0.181);(-0.905, 0.000, -0.423);14.597
4/11/2025 3:30:09 PM;22;26;TargetLandmark6_GlobalLandmark2;TargetLandmark5_Church;(-0.866, 0.000, 0.474);(-0.499, 0.000, -0.865);88.720
4/11/2025 3:30:12 PM;23;27;TargetLandmark6_GlobalLandmark2;TargetLandmark7_MusicShop;(-0.086, 0.000, -0.985);(-0.142, 0.000, -0.989);3.168
4/11/2025 3:30:26 PM;24;29;TargetLandmark3_GlobalLandmark1;TargetLandmark1_Billboard;(0.995, 0.000, -0.098);(-0.719, 0.000, 0.693);141.684
4/11/2025 3:30:30 PM;25;30;TargetLandmark3_GlobalLandmark1;TargetLandmark2_LionStatue;(0.688, 0.000, -0.725);(-0.975, 0.000, 0.216);145.994
4/11/2025 3:30:32 PM;26;31;TargetLandmark3_GlobalLandmark1;TargetLandmark4_GasStation;(0.441, 0.000, 0.897);(-0.601, 0.000, 0.798);63.119
4/11/2025 3:30:38 PM;27;32;TargetLandmark3_GlobalLandmark1;TargetLandmark5_Church;(0.681, 0.000, 0.730);(0.128, 0.000, 0.991);35.668
4/11/2025 3:30:44 PM;28;33;TargetLandmark3_GlobalLandmark1;TargetLandmark6_GlobalLandmark2;(0.847, 0.000, 0.515);(0.583, 0.000, 0.810);22.954
4/11/2025 3:30:46 PM;29;34;TargetLandmark3_GlobalLandmark1;TargetLandmark7_MusicShop;(0.975, 0.000, 0.217);(0.992, 0.000, 0.121);5.595
4/11/2025 3:31:01 PM;30;36;TargetLandmark5_Church;TargetLandmark1_Billboard;(0.117, 0.000, -0.993);(-0.508, 0.000, -0.859);37.291
4/11/2025 3:31:04 PM;31;37;TargetLandmark5_Church;TargetLandmark2_LionStatue;(-0.182, 0.000, -0.983);(-0.197, 0.000, -0.980);0.901
4/11/2025 3:31:12 PM;32;38;TargetLandmark5_Church;TargetLandmark3_GlobalLandmark1;(-0.590, 0.000, -0.803);(-0.227, 0.000, -0.973);23.151
4/11/2025 3:31:16 PM;33;39;TargetLandmark5_Church;TargetLandmark4_GasStation;(-0.623, 0.000, -0.782);(-0.853, 0.000, -0.519);20.116
