
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 3:32:53 PM;;
4/11/2025 3:36:18 PM;TargetLandmark1_Billboard;(0.103, 0.688, 2.438);0.103;0.688;2.438;0.598;0.395;290.000
4/11/2025 3:36:18 PM;TargetLandmark2_LionStatue;(0.353, 0.413, 2.496);0.353;0.413;2.496;0.394;0.217;292.500
4/11/2025 3:36:18 PM;TargetLandmark3_GlobalLandmark1;(0.161, 0.535, 2.516);0.161;0.535;2.516;0.117;0.395;260.000
4/11/2025 3:36:18 PM;TargetLandmark4_GasStation;(0.216, 0.825, 2.511);0.216;0.825;2.511;0.307;0.677;295.000
4/11/2025 3:36:18 PM;TargetLandmark5_Church;(0.557, 0.925, 2.563);0.557;0.925;2.563;0.604;0.882;275.000
4/11/2025 3:36:18 PM;TargetLandmark6_GlobalLandmark2;(0.383, 0.918, 2.503);0.383;0.918;2.503;0.869;0.849;235.000
4/11/2025 3:36:18 PM;TargetLandmark7_MusicShop;(0.544, 0.569, 2.547);0.544;0.569;2.547;0.791;0.569;280.000
4/11/2025 3:36:19 PM;TargetLandmark1_Billboard;(0.103, 0.688, 2.438);0.103;0.688;2.438;0.598;0.395;290.000
4/11/2025 3:36:19 PM;TargetLandmark2_LionStatue;(0.353, 0.413, 2.496);0.353;0.413;2.496;0.394;0.217;292.500
4/11/2025 3:36:19 PM;TargetLandmark3_GlobalLandmark1;(0.161, 0.535, 2.516);0.161;0.535;2.516;0.117;0.395;260.000
4/11/2025 3:36:19 PM;TargetLandmark4_GasStation;(0.216, 0.825, 2.511);0.216;0.825;2.511;0.307;0.677;295.000
4/11/2025 3:36:19 PM;TargetLandmark5_Church;(0.557, 0.925, 2.563);0.557;0.925;2.563;0.604;0.882;275.000
4/11/2025 3:36:19 PM;TargetLandmark6_GlobalLandmark2;(0.383, 0.918, 2.503);0.383;0.918;2.503;0.869;0.849;235.000
4/11/2025 3:36:19 PM;TargetLandmark7_MusicShop;(0.544, 0.569, 2.547);0.544;0.569;2.547;0.791;0.569;280.000
