
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/8/2025 3:29:47 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/8/2025 3:29:56 PM;;
4/8/2025 3:30:08 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/8/2025 3:30:08 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/8/2025 3:30:08 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/8/2025 3:30:08 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/8/2025 3:30:08 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/8/2025 3:30:08 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/8/2025 3:30:08 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/8/2025 3:32:40 PM;TargetLandmark1_Billboard;(0.675, 0.288, 2.574);0.675;0.288;2.574;0.598;0.395;290.000
4/8/2025 3:32:40 PM;TargetLandmark2_LionStatue;(0.860, 0.459, 2.601);0.860;0.459;2.601;0.394;0.217;292.500
4/8/2025 3:32:40 PM;TargetLandmark3_GlobalLandmark1;(0.472, 0.498, 2.586);0.472;0.498;2.586;0.117;0.395;260.000
4/8/2025 3:32:40 PM;TargetLandmark4_GasStation;(0.458, 0.306, 2.557);0.458;0.306;2.557;0.307;0.677;295.000
4/8/2025 3:32:40 PM;TargetLandmark5_Church;(0.360, 0.695, 2.654);0.360;0.695;2.654;0.604;0.882;275.000
4/8/2025 3:32:40 PM;TargetLandmark6_GlobalLandmark2;(0.516, 0.824, 2.709);0.516;0.824;2.709;0.869;0.849;235.000
4/8/2025 3:32:40 PM;TargetLandmark7_MusicShop;(0.689, 0.667, 2.696);0.689;0.667;2.696;0.791;0.569;280.000
