
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/14/2025 10:48:05 AM;;
4/14/2025 10:49:57 AM;TargetLandmark1_Billboard;(0.548, 0.374, 2.572);0.548;0.374;2.572;0.598;0.395;290.000
4/14/2025 10:49:57 AM;TargetLandmark2_LionStatue;(0.659, 0.444, 2.597);0.659;0.444;2.597;0.394;0.217;292.500
4/14/2025 10:49:57 AM;TargetLandmark3_GlobalLandmark1;(0.830, 0.358, 2.577);0.830;0.358;2.577;0.117;0.395;260.000
4/14/2025 10:49:57 AM;TargetLandmark4_GasStation;(0.781, 0.211, 2.584);0.781;0.211;2.584;0.307;0.677;295.000
4/14/2025 10:49:57 AM;TargetLandmark5_Church;(0.662, 0.102, 2.589);0.662;0.102;2.589;0.604;0.882;275.000
4/14/2025 10:49:57 AM;TargetLandmark6_GlobalLandmark2;(0.536, 0.153, 2.599);0.536;0.153;2.599;0.869;0.849;235.000
4/14/2025 10:49:57 AM;TargetLandmark7_MusicShop;(0.594, 0.240, 2.608);0.594;0.240;2.608;0.791;0.569;280.000
4/14/2025 10:49:58 AM;TargetLandmark1_Billboard;(0.548, 0.374, 2.572);0.548;0.374;2.572;0.598;0.395;290.000
4/14/2025 10:49:58 AM;TargetLandmark2_LionStatue;(0.659, 0.444, 2.597);0.659;0.444;2.597;0.394;0.217;292.500
4/14/2025 10:49:58 AM;TargetLandmark3_GlobalLandmark1;(0.830, 0.358, 2.577);0.830;0.358;2.577;0.117;0.395;260.000
4/14/2025 10:49:58 AM;TargetLandmark4_GasStation;(0.781, 0.211, 2.584);0.781;0.211;2.584;0.307;0.677;295.000
4/14/2025 10:49:58 AM;TargetLandmark5_Church;(0.662, 0.102, 2.589);0.662;0.102;2.589;0.604;0.882;275.000
4/14/2025 10:49:58 AM;TargetLandmark6_GlobalLandmark2;(0.536, 0.153, 2.599);0.536;0.153;2.599;0.869;0.849;235.000
4/14/2025 10:49:58 AM;TargetLandmark7_MusicShop;(0.594, 0.240, 2.608);0.594;0.240;2.608;0.791;0.569;280.000
