
Timestamp,DateTime,StimulusName,StimulusInterval
63879967188303,4/11/2025 11:19:48 AM,K,2.5
63879967190812,4/11/2025 11:19:50 AM,G,2.5
63879967193313,4/11/2025 11:19:53 AM,G,2.5
63879967195813,4/11/2025 11:19:55 AM,G,2.5
63879967198324,4/11/2025 11:19:58 AM,G,2.5
63879967200834,4/11/2025 11:20:00 AM,D,2.5
63879967203334,4/11/2025 11:20:03 AM,D,2.5
63879967205835,4/11/2025 11:20:05 AM,K,2.5
63879967208340,4/11/2025 11:20:08 AM,K,2.5
63879967210845,4/11/2025 11:20:10 AM,D,2.5
63879967213355,4/11/2025 11:20:13 AM,T,2.5
63879967215856,4/11/2025 11:20:15 AM,D,2.5
63879967218357,4/11/2025 11:20:18 AM,D,2.5
