
Timestamp,DateTime,StimulusName,StimulusInterval
63880823625399,4/21/2025 9:13:45 AM,K,2.5
63880823627904,4/21/2025 9:13:47 AM,D,2.5
63880823630412,4/21/2025 9:13:50 AM,T,2.5
63880823632919,4/21/2025 9:13:52 AM,K,2.5
63880823635430,4/21/2025 9:13:55 AM,K,2.5
63880823637931,4/21/2025 9:13:57 AM,D,2.5
63880823640442,4/21/2025 9:14:00 AM,G,2.5
63880823642954,4/21/2025 9:14:02 AM,D,2.5
63880823645464,4/21/2025 9:14:05 AM,T,2.5
63880823647964,4/21/2025 9:14:07 AM,K,2.5
63880823650464,4/21/2025 9:14:10 AM,G,2.5
63880823652965,4/21/2025 9:14:12 AM,G,2.5
63880823655476,4/21/2025 9:14:15 AM,T,2.5
63880823657976,4/21/2025 9:14:17 AM,K,2.5
63880823660477,4/21/2025 9:14:20 AM,D,2.5
63880823662977,4/21/2025 9:14:22 AM,K,2.5
63880823665488,4/21/2025 9:14:25 AM,K,2.5
63880823667997,4/21/2025 9:14:27 AM,K,2.5
63880823670501,4/21/2025 9:14:30 AM,K,2.5
63880823673009,4/21/2025 9:14:33 AM,G,2.5
63880823675510,4/21/2025 9:14:35 AM,T,2.5
63880823678011,4/21/2025 9:14:38 AM,G,2.5
63880823680516,4/21/2025 9:14:40 AM,T,2.5
63880823683021,4/21/2025 9:14:43 AM,T,2.5
63880823685524,4/21/2025 9:14:45 AM,G,2.5
63880823688032,4/21/2025 9:14:48 AM,T,2.5
63880823690542,4/21/2025 9:14:50 AM,G,2.5
63880823693048,4/21/2025 9:14:53 AM,G,2.5
63880823695557,4/21/2025 9:14:55 AM,D,2.5
63880823698064,4/21/2025 9:14:58 AM,K,2.5
63880823700566,4/21/2025 9:15:00 AM,G,2.5
63880823703077,4/21/2025 9:15:03 AM,G,2.5
63880823705586,4/21/2025 9:15:05 AM,D,2.5
63880823708093,4/21/2025 9:15:08 AM,T,2.5
63880823710597,4/21/2025 9:15:10 AM,G,2.5
63880823713098,4/21/2025 9:15:13 AM,G,2.5
63880823715609,4/21/2025 9:15:15 AM,K,2.5
63880823718109,4/21/2025 9:15:18 AM,T,2.5
