Trial;Time;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GlobalCameraPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;CombinedGazeForwardGlobal;CombinedGazePositionGlobal;GazeHitObject;GazeHitPosition;GazeHitDistance;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;HoldingObjectName;HoldingObjectPosition
;4/9/2025 4:08:28 PM;2476898;1000056883764419159;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.105, -0.139, 0.985);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.202, -0.131, 0.971);(-0.033, 0.000, 0.000);0.472;5.998;12.718;VALID;(0.102, -0.140, 0.985);(0.033, 0.000, 0.000);0.466;5.867;12.586;0.6347057;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476899;1000056883769421006;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.108, -0.155, 0.982);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.203, -0.151, 0.967);(-0.033, 0.000, 0.000);0.468;5.949;12.718;VALID;(0.106, -0.155, 0.982);(0.033, 0.000, 0.000);0.467;5.876;12.586;0.6538246;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476900;1000056883774422840;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.112, -0.167, 0.980);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.202, -0.171, 0.964);(-0.033, 0.000, 0.000);0.471;5.987;12.718;VALID;(0.109, -0.165, 0.980);(0.033, 0.000, 0.000);0.467;5.876;12.586;0.6729257;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476901;1000056883779424665;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.115, -0.177, 0.978);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.202, -0.184, 0.962);(-0.033, 0.000, 0.000);0.472;6.009;12.718;VALID;(0.111, -0.173, 0.979);(0.033, 0.000, 0.000);0.468;5.886;12.586;0.67577;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476902;1000056883784426504;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.117, -0.182, 0.976);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.202, -0.196, 0.960);(-0.033, 0.000, 0.000);0.472;6.008;12.718;VALID;(0.113, -0.178, 0.978);(0.033, 0.000, 0.000);0.470;5.915;12.586;0.6738163;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476903;1000056883789428310;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.118, -0.195, 0.974);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.200, -0.204, 0.958);(-0.033, 0.000, 0.000);0.471;5.985;12.718;VALID;(0.113, -0.191, 0.975);(0.033, 0.000, 0.000);0.469;5.908;12.586;0.7073705;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476904;1000056883794430116;63879811708980;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.117, -0.206, 0.972);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.197, -0.211, 0.957);(-0.033, 0.000, 0.000);0.468;5.950;12.718;VALID;(0.113, -0.202, 0.973);(0.033, 0.000, 0.000);0.467;5.879;12.586;0.7378368;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476905;1000056883799431916;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.116, -0.219, 0.969);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.193, -0.224, 0.955);(-0.033, 0.000, 0.000);0.468;5.946;12.718;VALID;(0.111, -0.216, 0.970);(0.033, 0.000, 0.000);0.466;5.859;12.586;0.7677219;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476906;1000056883804433717;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.114, -0.232, 0.966);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.189, -0.239, 0.952);(-0.033, 0.000, 0.000);0.465;5.919;12.718;VALID;(0.110, -0.230, 0.967);(0.033, 0.000, 0.000);0.466;5.859;12.586;0.7820377;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476907;1000056883809435496;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.112, -0.243, 0.963);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.187, -0.247, 0.951);(-0.033, 0.000, 0.000);0.464;5.900;12.718;VALID;(0.109, -0.241, 0.964);(0.033, 0.000, 0.000);0.465;5.853;12.586;0.8002502;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476908;1000056883814437296;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.111, -0.254, 0.961);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.185, -0.256, 0.949);(-0.033, 0.000, 0.000);0.463;5.890;12.718;VALID;(0.108, -0.252, 0.962);(0.033, 0.000, 0.000);0.464;5.842;12.586;0.8104428;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476909;1000056883819439073;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.110, -0.262, 0.959);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.184, -0.262, 0.947);(-0.033, 0.000, 0.000);0.463;5.886;12.718;VALID;(0.106, -0.261, 0.960);(0.033, 0.000, 0.000);0.464;5.840;12.586;0.8171682;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476910;1000056883824440847;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.108, -0.269, 0.957);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.181, -0.269, 0.946);(-0.033, 0.000, 0.000);0.463;5.886;12.718;VALID;(0.105, -0.267, 0.958);(0.033, 0.000, 0.000);0.464;5.839;12.586;0.8315003;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476911;1000056883829442603;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.107, -0.275, 0.956);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.178, -0.275, 0.945);(-0.033, 0.000, 0.000);0.463;5.891;12.718;VALID;(0.104, -0.273, 0.956);(0.033, 0.000, 0.000);0.464;5.841;12.586;0.8584945;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476912;1000056883834444371;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.106, -0.279, 0.954);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.173, -0.280, 0.944);(-0.033, 0.000, 0.000);0.465;5.919;12.718;VALID;(0.103, -0.278, 0.955);(0.033, 0.000, 0.000);0.465;5.848;12.586;0.8996378;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476913;1000056883839446123;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.105, -0.282, 0.953);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.169, -0.283, 0.944);(-0.033, 0.000, 0.000);0.467;5.936;12.718;VALID;(0.102, -0.281, 0.954);(0.033, 0.000, 0.000);0.465;5.858;12.586;0.9489704;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476914;1000056883844447973;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.105, -0.286, 0.953);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.165, -0.285, 0.944);(-0.033, 0.000, 0.000);0.468;5.949;12.718;VALID;(0.101, -0.285, 0.953);(0.033, 0.000, 0.000);0.466;5.867;12.586;1.001218;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476915;1000056883849449724;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.104, -0.288, 0.952);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.162, -0.287, 0.944);(-0.033, 0.000, 0.000);0.469;5.961;12.718;VALID;(0.101, -0.287, 0.952);(0.033, 0.000, 0.000);0.467;5.873;12.586;1.053883;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476916;1000056883854451464;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.104, -0.289, 0.952);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.158, -0.288, 0.944);(-0.033, 0.000, 0.000);0.469;5.968;12.718;VALID;(0.101, -0.288, 0.952);(0.033, 0.000, 0.000);0.467;5.877;12.586;1.105317;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476917;1000056883859453200;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.103, -0.289, 0.952);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.156, -0.284, 0.946);(-0.033, 0.000, 0.000);0.470;5.973;12.718;VALID;(0.100, -0.289, 0.952);(0.033, 0.000, 0.000);0.467;5.881;12.586;1.149761;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476918;1000056883864454931;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.103, -0.288, 0.952);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.153, -0.282, 0.947);(-0.033, 0.000, 0.000);0.470;5.980;12.718;VALID;(0.100, -0.289, 0.952);(0.033, 0.000, 0.000);0.467;5.884;12.586;1.18135;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476919;1000056883869456635;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.102, -0.288, 0.952);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.151, -0.280, 0.948);(-0.033, 0.000, 0.000);0.471;5.988;12.718;VALID;(0.099, -0.289, 0.952);(0.033, 0.000, 0.000);0.468;5.885;12.586;1.210715;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476920;1000056883874458333;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.101, -0.287, 0.952);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.149, -0.279, 0.949);(-0.033, 0.000, 0.000);0.472;5.997;12.718;VALID;(0.098, -0.289, 0.952);(0.033, 0.000, 0.000);0.468;5.887;12.586;2;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476921;1000056883879460045;63879811708981;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.101, -0.287, 0.953);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.148, -0.278, 0.949);(-0.033, 0.000, 0.000);0.472;6.007;12.718;VALID;(0.098, -0.289, 0.952);(0.033, 0.000, 0.000);0.468;5.890;12.586;2;0;None;(0.000, 0.000, 0.000)
;4/9/2025 4:08:28 PM;2476922;1000056883884461759;63879811708982;(0.235, 1.463, 1.434);(0.458, -0.162, 0.054, 0.872);(0.235, 1.463, 1.434);(-0.233, -0.817, 0.528);VALID;(0.100, -0.286, 0.953);(0.000, 0.000, 0.000);(-0.177, -0.955, 0.240);(0.235, 1.463, 1.434);StandingPosition;(-0.030, 0.020, 1.794);1.501;64.925;VALID;(0.147, -0.276, 0.950);(-0.033, 0.000, 0.000);0.473;6.019;12.718;VALID;(0.097, -0.288, 0.953);(0.033, 0.000, 0.000);0.468;5.893;12.586;2;0;None;(0.000, 0.000, 0.000)
