
Timestamp,DateTime,StimulusName,StimulusInterval
63879812228889,4/9/2025 4:17:08 PM,T,2.5
63879812231398,4/9/2025 4:17:11 PM,D,2.5
63879812233909,4/9/2025 4:17:13 PM,D,2.5
63879812236410,4/9/2025 4:17:16 PM,T,2.5
63879812238920,4/9/2025 4:17:18 PM,T,2.5
63879812241421,4/9/2025 4:17:21 PM,T,2.5
63879812243931,4/9/2025 4:17:23 PM,G,2.5
63879812246432,4/9/2025 4:17:26 PM,K,2.5
63879812248942,4/9/2025 4:17:28 PM,K,2.5
63879812251443,4/9/2025 4:17:31 PM,K,2.5
63879812253949,4/9/2025 4:17:33 PM,K,2.5
63879812256454,4/9/2025 4:17:36 PM,G,2.5
63879812258966,4/9/2025 4:17:38 PM,G,2.5
63879812261475,4/9/2025 4:17:41 PM,T,2.5
63879812263976,4/9/2025 4:17:43 PM,K,2.5
63879812266477,4/9/2025 4:17:46 PM,G,2.5
63879812268978,4/9/2025 4:17:48 PM,D,2.5
63879812271487,4/9/2025 4:17:51 PM,T,2.5
63879812273993,4/9/2025 4:17:53 PM,G,2.5
63879812276495,4/9/2025 4:17:56 PM,D,2.5
63879812279009,4/9/2025 4:17:59 PM,G,2.5
63879812281515,4/9/2025 4:18:01 PM,K,2.5
63879812284026,4/9/2025 4:18:04 PM,G,2.5
63879812286535,4/9/2025 4:18:06 PM,T,2.5
63879812289041,4/9/2025 4:18:09 PM,T,2.5
63879812291547,4/9/2025 4:18:11 PM,K,2.5
63879812294053,4/9/2025 4:18:14 PM,K,2.5
63879812296563,4/9/2025 4:18:16 PM,T,2.5
63879812299068,4/9/2025 4:18:19 PM,K,2.5
63879812301576,4/9/2025 4:18:21 PM,G,2.5
63879812304077,4/9/2025 4:18:24 PM,G,2.5
63879812306588,4/9/2025 4:18:26 PM,T,2.5
63879812309089,4/9/2025 4:18:29 PM,K,2.5
63879812311590,4/9/2025 4:18:31 PM,T,2.5
63879812314102,4/9/2025 4:18:34 PM,K,2.5
63879812316600,4/9/2025 4:18:36 PM,D,2.5
63879812319111,4/9/2025 4:18:39 PM,G,2.5
63879812321621,4/9/2025 4:18:41 PM,G,2.5
63879812324122,4/9/2025 4:18:44 PM,D,2.5
63879812326622,4/9/2025 4:18:46 PM,G,2.5
63879812329133,4/9/2025 4:18:49 PM,G,2.5
63879812331655,4/9/2025 4:18:51 PM,T,2.5
63879812334155,4/9/2025 4:18:54 PM,G,2.5
63879812336660,4/9/2025 4:18:56 PM,D,2.5
63879812339156,4/9/2025 4:18:59 PM,T,2.5
63879812341666,4/9/2025 4:19:01 PM,G,2.5
63879812344168,4/9/2025 4:19:04 PM,G,2.5
63879812346668,4/9/2025 4:19:06 PM,K,2.5
63879812349178,4/9/2025 4:19:09 PM,G,2.5
63879812351689,4/9/2025 4:19:11 PM,G,2.5
63879812354195,4/9/2025 4:19:14 PM,T,2.5
63879812356706,4/9/2025 4:19:16 PM,G,2.5
63879812359224,4/9/2025 4:19:19 PM,G,2.5
63879812361730,4/9/2025 4:19:21 PM,K,2.5
63879812364239,4/9/2025 4:19:24 PM,D,2.5
63879812366750,4/9/2025 4:19:26 PM,K,2.5
63879812369256,4/9/2025 4:19:29 PM,D,2.5
63879812371758,4/9/2025 4:19:31 PM,D,2.5
63879812374268,4/9/2025 4:19:34 PM,G,2.5
63879812376768,4/9/2025 4:19:36 PM,K,2.5
63879812379280,4/9/2025 4:19:39 PM,K,2.5
63879812381790,4/9/2025 4:19:41 PM,D,2.5
63879812384298,4/9/2025 4:19:44 PM,T,2.5
63879812386799,4/9/2025 4:19:46 PM,G,2.5
63879812389303,4/9/2025 4:19:49 PM,T,2.5
63879812391807,4/9/2025 4:19:51 PM,G,2.5
63879812394316,4/9/2025 4:19:54 PM,K,2.5
63879812396821,4/9/2025 4:19:56 PM,K,2.5
63879812399324,4/9/2025 4:19:59 PM,K,2.5
63879812401833,4/9/2025 4:20:01 PM,D,2.5
63879812404345,4/9/2025 4:20:04 PM,D,2.5
63879812406849,4/9/2025 4:20:06 PM,G,2.5
63879812409346,4/9/2025 4:20:09 PM,T,2.5
63879812411855,4/9/2025 4:20:11 PM,G,2.5
63879812414358,4/9/2025 4:20:14 PM,G,2.5
63879812416867,4/9/2025 4:20:16 PM,G,2.5
63879812419369,4/9/2025 4:20:19 PM,D,2.5
63879812421879,4/9/2025 4:20:21 PM,G,2.5
63879812424380,4/9/2025 4:20:24 PM,T,2.5
63879812426891,4/9/2025 4:20:26 PM,K,2.5
63879812429391,4/9/2025 4:20:29 PM,K,2.5
63879812431902,4/9/2025 4:20:31 PM,D,2.5
63879812434413,4/9/2025 4:20:34 PM,K,2.5
63879812436923,4/9/2025 4:20:36 PM,K,2.5
