
Timestamp(ms),DateTime,Stimulus,TargetStatus,ParticipantResponse,ReactionTime(ms),ResponseClassification,CorrectResponse
63880409484390,4/16/2025 2:11:24 PM,G,No,No,499.33,Correct Rejection
63880409487390,4/16/2025 2:11:27 PM,D,No,No,989.12,Correct Rejection
63880409490401,4/16/2025 2:11:30 PM,K,No,No,1488.95,Correct Rejection
63880409493401,4/16/2025 2:11:33 PM,T,No,No,1988.51,Correct Rejection
63880409496409,4/16/2025 2:11:36 PM,K,No,No,2485.63,Correct Rejection
63880409499413,4/16/2025 2:11:39 PM,G,No,No,478.24,Correct Rejection
63880409502425,4/16/2025 2:11:42 PM,K,No,No,985.87,Correct Rejection
63880409505427,4/16/2025 2:11:45 PM,D,No,No,1480.36,Correct Rejection
63880409508428,4/16/2025 2:11:48 PM,G,No,No,1980.73,Correct Rejection
63880409511432,4/16/2025 2:11:51 PM,K,No,No,2475.72,Correct Rejection
63880409514442,4/16/2025 2:11:54 PM,D,Yes,No,474.27,Miss
63880409514859,4/16/2025 2:11:54 PM,D,Yes,Yes,891.14,Hit
63880409518014,4/16/2025 2:11:58 PM,D,Yes,No,1540.99,Miss
63880409521024,4/16/2025 2:12:01 PM,T,No,No,2044.43,Correct Rejection
63880409522677,4/16/2025 2:12:02 PM,T,Yes,Yes,1194.63,Hit
63880409525734,4/16/2025 2:12:05 PM,T,Yes,Yes,1743.27,Hit
63880409528883,4/16/2025 2:12:08 PM,G,No,No,2389.95,Correct Rejection
63880409530043,4/16/2025 2:12:10 PM,G,Yes,Yes,1046.20,Hit
63880409533202,4/16/2025 2:12:13 PM,T,No,No,1694.12,Correct Rejection
63880409536216,4/16/2025 2:12:16 PM,K,No,No,2201.63,Correct Rejection
63880409539228,4/16/2025 2:12:19 PM,T,No,No,208.19,Correct Rejection
63880409542228,4/16/2025 2:12:22 PM,K,No,No,706.19,Correct Rejection
63880409545240,4/16/2025 2:12:25 PM,G,No,No,1205.99,Correct Rejection
63880409548244,4/16/2025 2:12:28 PM,K,No,No,1706.60,Correct Rejection
63880409551252,4/16/2025 2:12:31 PM,G,No,No,2213.50,Correct Rejection
63880409552419,4/16/2025 2:12:32 PM,G,Yes,Yes,876.69,Hit
63880409555582,4/16/2025 2:12:35 PM,G,Yes,No,1533.91,Miss
63880409558592,4/16/2025 2:12:38 PM,T,No,No,2040.65,Correct Rejection
63880409560558,4/16/2025 2:12:40 PM,G,No,Yes,1498.14,False Alarm
63880409563707,4/16/2025 2:12:43 PM,K,No,No,2145.43,Correct Rejection
63880409566711,4/16/2025 2:12:46 PM,K,No,No,143.98,Correct Rejection
63880409569718,4/16/2025 2:12:49 PM,D,No,No,648.83,Correct Rejection
63880409572726,4/16/2025 2:12:52 PM,K,No,No,1149.67,Correct Rejection
63880409574962,4/16/2025 2:12:54 PM,K,Yes,Yes,882.71,Hit
63880409578119,4/16/2025 2:12:58 PM,K,Yes,No,1539.49,Miss
63880409581120,4/16/2025 2:13:01 PM,D,No,No,2027.66,Correct Rejection
63880409584127,4/16/2025 2:13:04 PM,T,No,No,13.78,Correct Rejection
63880409587141,4/16/2025 2:13:07 PM,G,No,No,524.28,Correct Rejection
63880409590075,4/16/2025 2:13:10 PM,G,Yes,Yes,950.38,Hit
63880409593248,4/16/2025 2:13:13 PM,K,No,No,1622.70,Correct Rejection
63880409595598,4/16/2025 2:13:15 PM,K,Yes,Yes,1463.17,Hit
63880409598796,4/16/2025 2:13:18 PM,D,No,No,2150.68,Correct Rejection
63880409601804,4/16/2025 2:13:21 PM,T,Yes,No,140.55,Miss
63880409602540,4/16/2025 2:13:22 PM,T,Yes,Yes,876.65,Hit
63880409605709,4/16/2025 2:13:25 PM,G,No,No,1540.33,Correct Rejection
63880409608710,4/16/2025 2:13:28 PM,D,No,No,2034.53,Correct Rejection
63880409611717,4/16/2025 2:13:31 PM,G,Yes,No,22.05,Miss
63880409614727,4/16/2025 2:13:34 PM,G,Yes,No,527.18,Miss
63880409615315,4/16/2025 2:13:35 PM,G,Yes,Yes,1116.30,Hit
63880409618074,4/16/2025 2:13:38 PM,G,Yes,Yes,1370.56,Hit
63880409621259,4/16/2025 2:13:41 PM,D,No,No,2054.57,Correct Rejection
63880409624266,4/16/2025 2:13:44 PM,D,No,No,46.33,Correct Rejection
63880409627272,4/16/2025 2:13:47 PM,D,Yes,No,542.14,Miss
63880409630279,4/16/2025 2:13:50 PM,G,No,No,1050.29,Correct Rejection
63880409632617,4/16/2025 2:13:52 PM,G,Yes,Yes,878.39,Hit
63880409635793,4/16/2025 2:13:55 PM,T,No,No,1555.79,Correct Rejection
63880409638803,4/16/2025 2:13:58 PM,G,No,No,2064.61,Correct Rejection
63880409640017,4/16/2025 2:14:00 PM,G,Yes,Yes,768.22,Hit
63880409643193,4/16/2025 2:14:03 PM,K,No,No,1433.66,Correct Rejection
63880409645226,4/16/2025 2:14:05 PM,K,Yes,Yes,956.57,Hit
63880409648384,4/16/2025 2:14:08 PM,T,No,No,1608.00,Correct Rejection
63880409651393,4/16/2025 2:14:11 PM,D,No,No,2110.23,Correct Rejection
63880409654394,4/16/2025 2:14:14 PM,T,Yes,No,101.81,Miss
63880409655293,4/16/2025 2:14:15 PM,T,Yes,Yes,1000.31,Hit
63880409658471,4/16/2025 2:14:18 PM,D,No,No,1677.61,Correct Rejection
63880409661471,4/16/2025 2:14:21 PM,K,No,No,2155.64,Correct Rejection
63880409664475,4/16/2025 2:14:24 PM,K,No,No,147.74,Correct Rejection
63880409667482,4/16/2025 2:14:27 PM,T,No,No,643.80,Correct Rejection
63880409670489,4/16/2025 2:14:30 PM,T,Yes,No,1150.57,Miss
63880409673498,4/16/2025 2:14:33 PM,D,No,No,1658.02,Correct Rejection
63880409675062,4/16/2025 2:14:35 PM,D,Yes,Yes,711.30,Hit
63880409678218,4/16/2025 2:14:38 PM,K,No,No,1364.38,Correct Rejection
63880409680430,4/16/2025 2:14:40 PM,K,Yes,Yes,1068.73,Hit
63880409683627,4/16/2025 2:14:43 PM,D,No,No,1755.43,Correct Rejection
63880409686634,4/16/2025 2:14:46 PM,K,No,No,2262.57,Correct Rejection
63880409688093,4/16/2025 2:14:48 PM,K,Yes,Yes,1199.52,Hit
63880409690794,4/16/2025 2:14:50 PM,K,Yes,Yes,1399.45,Hit
63880409694016,4/16/2025 2:14:54 PM,T,No,No,2100.01,Correct Rejection
63880409697027,4/16/2025 2:14:57 PM,G,No,No,88.96,Correct Rejection
63880409700027,4/16/2025 2:15:00 PM,K,No,No,589.39,Correct Rejection
63880409703028,4/16/2025 2:15:03 PM,G,No,No,1079.01,Correct Rejection
63880409705514,4/16/2025 2:15:05 PM,G,Yes,Yes,1055.21,Hit
63880409708710,4/16/2025 2:15:08 PM,K,No,No,1749.73,Correct Rejection
63880409711716,4/16/2025 2:15:11 PM,D,No,No,2249.42,Correct Rejection
63880409714722,4/16/2025 2:15:14 PM,K,No,No,235.35,Correct Rejection
63880409717727,4/16/2025 2:15:17 PM,K,Yes,No,732.24,Miss
63880409720738,4/16/2025 2:15:20 PM,K,Yes,No,1237.82,Miss
63880409721014,4/16/2025 2:15:21 PM,K,Yes,Yes,1513.61,Hit
63880409724161,4/16/2025 2:15:24 PM,T,No,No,2159.70,Correct Rejection
63880409726643,4/16/2025 2:15:26 PM,D,No,Yes,2137.91,False Alarm
63880409729705,4/16/2025 2:15:29 PM,T,Yes,No,181.70,Miss
63880409730904,4/16/2025 2:15:30 PM,T,Yes,Yes,1381.23,Hit
63880409734080,4/16/2025 2:15:34 PM,K,No,No,2042.63,Correct Rejection
63880409737082,4/16/2025 2:15:37 PM,D,Yes,No,35.34,Miss
63880409738057,4/16/2025 2:15:38 PM,D,Yes,Yes,1010.71,Hit
63880409741213,4/16/2025 2:15:41 PM,K,No,No,1656.62,Correct Rejection
63880409744216,4/16/2025 2:15:44 PM,D,No,No,2155.49,Correct Rejection
63880409745585,4/16/2025 2:15:45 PM,D,Yes,Yes,1013.12,Hit
63880409748784,4/16/2025 2:15:48 PM,K,No,No,1711.33,Correct Rejection
63880409751794,4/16/2025 2:15:51 PM,G,No,No,2220.86,Correct Rejection
63880409754795,4/16/2025 2:15:54 PM,T,Yes,No,189.54,Miss
63880409757806,4/16/2025 2:15:57 PM,D,No,No,688.96,Correct Rejection
63880409760639,4/16/2025 2:16:00 PM,D,Yes,Yes,1022.28,Hit
63880409763817,4/16/2025 2:16:03 PM,T,No,No,1700.07,Correct Rejection
63880409766817,4/16/2025 2:16:06 PM,D,No,No,2189.85,Correct Rejection
63880409769819,4/16/2025 2:16:09 PM,T,No,No,190.55,Correct Rejection
63880409772829,4/16/2025 2:16:12 PM,K,No,No,698.88,Correct Rejection
63880409775839,4/16/2025 2:16:15 PM,G,No,No,1200.71,Correct Rejection
63880409778850,4/16/2025 2:16:18 PM,T,No,No,1707.73,Correct Rejection
63880409781862,4/16/2025 2:16:21 PM,K,No,No,2213.41,Correct Rejection
63880409784860,4/16/2025 2:16:24 PM,T,No,No,201.39,Correct Rejection
63880409787865,4/16/2025 2:16:27 PM,D,No,No,704.68,Correct Rejection
63880409790868,4/16/2025 2:16:30 PM,K,No,No,1203.09,Correct Rejection
63880409793878,4/16/2025 2:16:33 PM,G,No,No,1707.18,Correct Rejection
63880409795621,4/16/2025 2:16:35 PM,G,Yes,Yes,940.49,Hit
