
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/21/2025 2:40:35 PM;;
4/21/2025 2:41:58 PM;TargetLandmark1_Billboard;(0.487, 0.428, 2.486);0.487;0.428;2.486;0.598;0.395;290.000
4/21/2025 2:41:58 PM;TargetLandmark2_LionStatue;(0.618, 0.601, 2.413);0.618;0.601;2.413;0.394;0.217;292.500
4/21/2025 2:41:58 PM;TargetLandmark3_GlobalLandmark1;(0.826, 0.441, 2.402);0.826;0.441;2.402;0.117;0.395;260.000
4/21/2025 2:41:58 PM;TargetLandmark4_GasStation;(0.755, 0.154, 2.337);0.755;0.154;2.337;0.307;0.677;295.000
4/21/2025 2:41:58 PM;TargetLandmark5_Church;(0.428, 0.225, 2.372);0.428;0.225;2.372;0.604;0.882;275.000
4/21/2025 2:41:58 PM;TargetLandmark6_GlobalLandmark2;(0.292, 0.239, 2.380);0.292;0.239;2.380;0.869;0.849;235.000
4/21/2025 2:41:58 PM;TargetLandmark7_MusicShop;(0.323, 0.447, 2.433);0.323;0.447;2.433;0.791;0.569;280.000
4/21/2025 2:42:00 PM;TargetLandmark1_Billboard;(0.487, 0.428, 2.486);0.487;0.428;2.486;0.598;0.395;290.000
4/21/2025 2:42:00 PM;TargetLandmark2_LionStatue;(0.618, 0.601, 2.413);0.618;0.601;2.413;0.394;0.217;292.500
4/21/2025 2:42:00 PM;TargetLandmark3_GlobalLandmark1;(0.826, 0.441, 2.402);0.826;0.441;2.402;0.117;0.395;260.000
4/21/2025 2:42:00 PM;TargetLandmark4_GasStation;(0.755, 0.154, 2.337);0.755;0.154;2.337;0.307;0.677;295.000
4/21/2025 2:42:00 PM;TargetLandmark5_Church;(0.428, 0.225, 2.372);0.428;0.225;2.372;0.604;0.882;275.000
4/21/2025 2:42:00 PM;TargetLandmark6_GlobalLandmark2;(0.292, 0.239, 2.380);0.292;0.239;2.380;0.869;0.849;235.000
4/21/2025 2:42:00 PM;TargetLandmark7_MusicShop;(0.323, 0.447, 2.433);0.323;0.447;2.433;0.791;0.569;280.000
