
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 1:53:42 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 1:53:58 PM;;
4/11/2025 1:55:47 PM;TargetLandmark1_Billboard;(0.548, 0.362, 2.483);0.548;0.362;2.483;0.598;0.395;290.000
4/11/2025 1:55:47 PM;TargetLandmark2_LionStatue;(0.265, 0.332, 2.524);0.265;0.332;2.524;0.394;0.217;292.500
4/11/2025 1:55:47 PM;TargetLandmark3_GlobalLandmark1;(0.296, 0.726, 2.481);0.296;0.726;2.481;0.117;0.395;260.000
4/11/2025 1:55:47 PM;TargetLandmark4_GasStation;(0.518, 0.643, 2.520);0.518;0.643;2.520;0.307;0.677;295.000
4/11/2025 1:55:47 PM;TargetLandmark5_Church;(0.541, 0.789, 2.533);0.541;0.789;2.533;0.604;0.882;275.000
4/11/2025 1:55:47 PM;TargetLandmark6_GlobalLandmark2;(0.766, 0.720, 2.453);0.766;0.720;2.453;0.869;0.849;235.000
4/11/2025 1:55:47 PM;TargetLandmark7_MusicShop;(0.721, 0.521, 2.487);0.721;0.521;2.487;0.791;0.569;280.000
4/11/2025 1:55:48 PM;TargetLandmark1_Billboard;(0.548, 0.362, 2.483);0.548;0.362;2.483;0.598;0.395;290.000
4/11/2025 1:55:48 PM;TargetLandmark2_LionStatue;(0.265, 0.332, 2.524);0.265;0.332;2.524;0.394;0.217;292.500
4/11/2025 1:55:48 PM;TargetLandmark3_GlobalLandmark1;(0.296, 0.726, 2.481);0.296;0.726;2.481;0.117;0.395;260.000
4/11/2025 1:55:48 PM;TargetLandmark4_GasStation;(0.518, 0.643, 2.520);0.518;0.643;2.520;0.307;0.677;295.000
4/11/2025 1:55:48 PM;TargetLandmark5_Church;(0.541, 0.789, 2.533);0.541;0.789;2.533;0.604;0.882;275.000
4/11/2025 1:55:48 PM;TargetLandmark6_GlobalLandmark2;(0.766, 0.720, 2.453);0.766;0.720;2.453;0.869;0.849;235.000
4/11/2025 1:55:48 PM;TargetLandmark7_MusicShop;(0.721, 0.521, 2.487);0.721;0.521;2.487;0.791;0.569;280.000
