
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 1:35:14 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 1:35:25 PM;;
4/11/2025 1:35:33 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/11/2025 1:35:33 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/11/2025 1:35:33 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/11/2025 1:35:33 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/11/2025 1:35:33 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/11/2025 1:35:33 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/11/2025 1:35:33 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/11/2025 1:39:49 PM;TargetLandmark1_Billboard;(0.281, 0.475, 2.467);0.281;0.475;2.467;0.598;0.395;290.000
4/11/2025 1:39:49 PM;TargetLandmark2_LionStatue;(0.636, 0.543, 2.488);0.636;0.543;2.488;0.394;0.217;292.500
4/11/2025 1:39:49 PM;TargetLandmark3_GlobalLandmark1;(0.286, 0.688, 2.515);0.286;0.688;2.515;0.117;0.395;260.000
4/11/2025 1:39:49 PM;TargetLandmark4_GasStation;(0.629, 0.838, 2.537);0.629;0.838;2.537;0.307;0.677;295.000
4/11/2025 1:39:49 PM;TargetLandmark5_Church;(0.417, 0.844, 2.554);0.417;0.844;2.554;0.604;0.882;275.000
4/11/2025 1:39:49 PM;TargetLandmark6_GlobalLandmark2;(0.826, 0.647, 2.408);0.826;0.647;2.408;0.869;0.849;235.000
4/11/2025 1:39:49 PM;TargetLandmark7_MusicShop;(0.625, 0.689, 2.465);0.625;0.689;2.465;0.791;0.569;280.000
4/11/2025 1:39:50 PM;TargetLandmark1_Billboard;(0.281, 0.475, 2.467);0.281;0.475;2.467;0.598;0.395;290.000
4/11/2025 1:39:50 PM;TargetLandmark2_LionStatue;(0.636, 0.543, 2.488);0.636;0.543;2.488;0.394;0.217;292.500
4/11/2025 1:39:50 PM;TargetLandmark3_GlobalLandmark1;(0.286, 0.688, 2.515);0.286;0.688;2.515;0.117;0.395;260.000
4/11/2025 1:39:50 PM;TargetLandmark4_GasStation;(0.629, 0.838, 2.537);0.629;0.838;2.537;0.307;0.677;295.000
4/11/2025 1:39:50 PM;TargetLandmark5_Church;(0.417, 0.844, 2.554);0.417;0.844;2.554;0.604;0.882;275.000
4/11/2025 1:39:50 PM;TargetLandmark6_GlobalLandmark2;(0.826, 0.647, 2.408);0.826;0.647;2.408;0.869;0.849;235.000
4/11/2025 1:39:50 PM;TargetLandmark7_MusicShop;(0.625, 0.689, 2.465);0.625;0.689;2.465;0.791;0.569;280.000
