
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 11:48:00 AM;;
4/11/2025 11:50:32 AM;TargetLandmark1_Billboard;(0.442, 0.653, 2.524);0.442;0.653;2.524;0.598;0.395;290.000
4/11/2025 11:50:32 AM;TargetLandmark2_LionStatue;(0.466, 0.525, 2.517);0.466;0.525;2.517;0.394;0.217;292.500
4/11/2025 11:50:32 AM;TargetLandmark3_GlobalLandmark1;(0.664, 0.551, 2.488);0.664;0.551;2.488;0.117;0.395;260.000
4/11/2025 11:50:32 AM;TargetLandmark4_GasStation;(0.539, 0.753, 2.547);0.539;0.753;2.547;0.307;0.677;295.000
4/11/2025 11:50:32 AM;TargetLandmark5_Church;(0.267, 0.758, 2.467);0.267;0.758;2.467;0.604;0.882;275.000
4/11/2025 11:50:32 AM;TargetLandmark6_GlobalLandmark2;(0.205, 0.627, 2.532);0.205;0.627;2.532;0.869;0.849;235.000
4/11/2025 11:50:32 AM;TargetLandmark7_MusicShop;(0.257, 0.376, 2.551);0.257;0.376;2.551;0.791;0.569;280.000
4/11/2025 11:50:32 AM;TargetLandmark1_Billboard;(0.442, 0.653, 2.524);0.442;0.653;2.524;0.598;0.395;290.000
4/11/2025 11:50:32 AM;TargetLandmark2_LionStatue;(0.466, 0.525, 2.517);0.466;0.525;2.517;0.394;0.217;292.500
4/11/2025 11:50:32 AM;TargetLandmark3_GlobalLandmark1;(0.664, 0.551, 2.488);0.664;0.551;2.488;0.117;0.395;260.000
4/11/2025 11:50:32 AM;TargetLandmark4_GasStation;(0.539, 0.753, 2.547);0.539;0.753;2.547;0.307;0.677;295.000
4/11/2025 11:50:32 AM;TargetLandmark5_Church;(0.267, 0.758, 2.467);0.267;0.758;2.467;0.604;0.882;275.000
4/11/2025 11:50:32 AM;TargetLandmark6_GlobalLandmark2;(0.205, 0.627, 2.532);0.205;0.627;2.532;0.869;0.849;235.000
4/11/2025 11:50:32 AM;TargetLandmark7_MusicShop;(0.257, 0.376, 2.551);0.257;0.376;2.551;0.791;0.569;280.000
