
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 11:33:04 AM;;
4/11/2025 11:37:26 AM;TargetLandmark1_Billboard;(0.127, 0.522, 2.286);0.127;0.522;2.286;0.598;0.395;290.000
4/11/2025 11:37:26 AM;TargetLandmark2_LionStatue;(0.257, 0.655, 2.398);0.257;0.655;2.398;0.394;0.217;292.500
4/11/2025 11:37:26 AM;TargetLandmark3_GlobalLandmark1;(0.458, 0.682, 2.390);0.458;0.682;2.390;0.117;0.395;260.000
4/11/2025 11:37:26 AM;TargetLandmark4_GasStation;(0.360, 0.429, 2.454);0.360;0.429;2.454;0.307;0.677;295.000
4/11/2025 11:37:26 AM;TargetLandmark5_Church;(0.483, 0.537, 2.473);0.483;0.537;2.473;0.604;0.882;275.000
4/11/2025 11:37:26 AM;TargetLandmark6_GlobalLandmark2;(0.130, 0.807, 2.382);0.130;0.807;2.382;0.869;0.849;235.000
4/11/2025 11:37:26 AM;TargetLandmark7_MusicShop;(0.319, 0.817, 2.356);0.319;0.817;2.356;0.791;0.569;280.000
4/11/2025 11:37:28 AM;TargetLandmark1_Billboard;(0.127, 0.522, 2.286);0.127;0.522;2.286;0.598;0.395;290.000
4/11/2025 11:37:28 AM;TargetLandmark2_LionStatue;(0.257, 0.655, 2.398);0.257;0.655;2.398;0.394;0.217;292.500
4/11/2025 11:37:28 AM;TargetLandmark3_GlobalLandmark1;(0.458, 0.682, 2.390);0.458;0.682;2.390;0.117;0.395;260.000
4/11/2025 11:37:28 AM;TargetLandmark4_GasStation;(0.360, 0.429, 2.454);0.360;0.429;2.454;0.307;0.677;295.000
4/11/2025 11:37:28 AM;TargetLandmark5_Church;(0.483, 0.537, 2.473);0.483;0.537;2.473;0.604;0.882;275.000
4/11/2025 11:37:28 AM;TargetLandmark6_GlobalLandmark2;(0.130, 0.807, 2.382);0.130;0.807;2.382;0.869;0.849;235.000
4/11/2025 11:37:28 AM;TargetLandmark7_MusicShop;(0.319, 0.817, 2.356);0.319;0.817;2.356;0.791;0.569;280.000
