
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 10:57:45 AM;;
4/11/2025 10:57:51 AM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/11/2025 10:57:51 AM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/11/2025 10:57:51 AM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/11/2025 10:57:51 AM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/11/2025 10:57:51 AM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/11/2025 10:57:51 AM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/11/2025 10:57:51 AM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/11/2025 11:00:03 AM;TargetLandmark1_Billboard;(0.735, 0.461, 2.417);0.735;0.461;2.417;0.598;0.395;290.000
4/11/2025 11:00:03 AM;TargetLandmark2_LionStatue;(0.661, 0.279, 2.375);0.661;0.279;2.375;0.394;0.217;292.500
4/11/2025 11:00:03 AM;TargetLandmark3_GlobalLandmark1;(0.653, 0.633, 2.465);0.653;0.633;2.465;0.117;0.395;260.000
4/11/2025 11:00:03 AM;TargetLandmark4_GasStation;(0.296, 0.535, 2.366);0.296;0.535;2.366;0.307;0.677;295.000
4/11/2025 11:00:03 AM;TargetLandmark5_Church;(0.383, 0.301, 2.445);0.383;0.301;2.445;0.604;0.882;275.000
4/11/2025 11:00:03 AM;TargetLandmark6_GlobalLandmark2;(0.538, 0.444, 2.473);0.538;0.444;2.473;0.869;0.849;235.000
4/11/2025 11:00:03 AM;TargetLandmark7_MusicShop;(0.333, 0.719, 2.324);0.333;0.719;2.324;0.791;0.569;280.000
4/11/2025 11:00:03 AM;TargetLandmark1_Billboard;(0.735, 0.461, 2.417);0.735;0.461;2.417;0.598;0.395;290.000
4/11/2025 11:00:03 AM;TargetLandmark2_LionStatue;(0.661, 0.279, 2.375);0.661;0.279;2.375;0.394;0.217;292.500
4/11/2025 11:00:03 AM;TargetLandmark3_GlobalLandmark1;(0.653, 0.633, 2.465);0.653;0.633;2.465;0.117;0.395;260.000
4/11/2025 11:00:03 AM;TargetLandmark4_GasStation;(0.296, 0.535, 2.366);0.296;0.535;2.366;0.307;0.677;295.000
4/11/2025 11:00:03 AM;TargetLandmark5_Church;(0.383, 0.301, 2.445);0.383;0.301;2.445;0.604;0.882;275.000
4/11/2025 11:00:03 AM;TargetLandmark6_GlobalLandmark2;(0.538, 0.444, 2.473);0.538;0.444;2.473;0.869;0.849;235.000
4/11/2025 11:00:03 AM;TargetLandmark7_MusicShop;(0.333, 0.719, 2.324);0.333;0.719;2.324;0.791;0.569;280.000
