
Time;controllerPos_x;controllerPos_y;controllerPos_z;PenToggleOn
4/9/2025 3:32:29 PM;;
4/9/2025 3:32:38 PM;-1.116231;1.248112;2.172262;False
4/9/2025 3:32:38 PM;-1.116955;1.247452;2.171898;False
4/9/2025 3:32:38 PM;-1.117203;1.246983;2.170918;False
4/9/2025 3:32:38 PM;-1.117483;1.246443;2.170091;False
4/9/2025 3:32:38 PM;-1.117323;1.245781;2.168565;False
4/9/2025 3:32:38 PM;-1.117032;1.245202;2.167083;False
4/9/2025 3:32:38 PM;-1.116413;1.244405;2.165663;False
4/9/2025 3:32:38 PM;-1.115215;1.243275;2.164229;False
4/9/2025 3:32:38 PM;-1.114208;1.24229;2.162887;False
4/9/2025 3:32:38 PM;-1.11204;1.240631;2.161332;False
4/9/2025 3:32:38 PM;-1.109923;1.239356;2.159808;False
4/9/2025 3:32:38 PM;-1.107523;1.237933;2.158464;False
4/9/2025 3:32:38 PM;-1.105437;1.236733;2.157107;False
4/9/2025 3:32:38 PM;-1.102473;1.235032;2.155767;False
4/9/2025 3:32:38 PM;-1.098928;1.233045;2.154334;False
4/9/2025 3:32:38 PM;-1.095359;1.230853;2.153007;False
4/9/2025 3:32:38 PM;-1.091513;1.228375;2.151788;False
4/9/2025 3:32:38 PM;-1.086768;1.225301;2.150416;False
4/9/2025 3:32:38 PM;-1.081708;1.221581;2.149348;False
4/9/2025 3:32:38 PM;-1.076623;1.218006;2.147982;False
4/9/2025 3:32:38 PM;-1.070758;1.212809;2.146773;False
4/9/2025 3:32:38 PM;-1.065169;1.208066;2.145488;False
4/9/2025 3:32:38 PM;-1.059123;1.202334;2.143982;False
4/9/2025 3:32:38 PM;-1.052697;1.196327;2.142444;False
4/9/2025 3:32:38 PM;-1.045674;1.190036;2.140784;False
4/9/2025 3:32:38 PM;-1.038584;1.183651;2.139326;False
4/9/2025 3:32:38 PM;-1.030963;1.177031;2.138052;False
4/9/2025 3:32:38 PM;-1.022521;1.169637;2.136711;False
4/9/2025 3:32:38 PM;-1.014026;1.161927;2.135433;False
4/9/2025 3:32:38 PM;-1.00522;1.153499;2.133899;False
4/9/2025 3:32:39 PM;-0.9959865;1.14396;2.131821;False
4/9/2025 3:32:39 PM;-0.987184;1.13532;2.129905;False
