Trial;Time;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GlobalCameraPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;CombinedGazeForwardGlobal;CombinedGazePositionGlobal;GazeHitObject;GazeHitPosition;GazeHitDistance;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;HoldingObjectName;HoldingObjectPosition
;4/9/2025 3:34:32 PM;2069825;1000054847610819714;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.044, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.043, -0.072, 0.996);(-0.035, 0.000, 0.000);0.496;6.153;12.401;VALID;(-0.106, -0.014, 0.994);(0.035, 0.000, 0.000);0.478;6.059;12.672;0.4078013;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069826;1000054847615821002;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.041, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.043, -0.068, 0.997);(-0.035, 0.000, 0.000);0.497;6.159;12.401;VALID;(-0.107, -0.013, 0.994);(0.035, 0.000, 0.000);0.478;6.057;12.672;0.4109939;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069827;1000054847620822292;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.039, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.044, -0.064, 0.997);(-0.035, 0.000, 0.000);0.498;6.172;12.401;VALID;(-0.107, -0.013, 0.994);(0.035, 0.000, 0.000);0.478;6.053;12.672;0.4131649;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069828;1000054847625823573;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.038, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.045, -0.062, 0.997);(-0.035, 0.000, 0.000);0.498;6.180;12.401;VALID;(-0.108, -0.013, 0.994);(0.035, 0.000, 0.000);0.475;6.020;12.672;0.4162686;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069829;1000054847630824838;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.037, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.046, -0.059, 0.997);(-0.035, 0.000, 0.000);0.499;6.184;12.401;VALID;(-0.108, -0.014, 0.994);(0.035, 0.000, 0.000);0.474;6.004;12.672;0.4180472;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069830;1000054847635826124;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.037, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.046, -0.057, 0.997);(-0.035, 0.000, 0.000);0.499;6.185;12.401;VALID;(-0.108, -0.014, 0.994);(0.035, 0.000, 0.000);0.472;5.983;12.672;0.4206251;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069831;1000054847640827387;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.029, -0.036, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.047, -0.055, 0.997);(-0.035, 0.000, 0.000);0.499;6.185;12.401;VALID;(-0.107, -0.015, 0.994);(0.035, 0.000, 0.000);0.471;5.968;12.672;0.4235947;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069832;1000054847645828652;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.028, -0.036, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.048, -0.054, 0.997);(-0.035, 0.000, 0.000);0.498;6.175;12.401;VALID;(-0.107, -0.015, 0.994);(0.035, 0.000, 0.000);0.471;5.962;12.672;0.4247066;0;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069833;1000054847650829908;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.028, -0.035, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.048, -0.052, 0.997);(-0.035, 0.000, 0.000);0.498;6.171;12.401;VALID;(-0.107, -0.015, 0.994);(0.035, 0.000, 0.000);0.470;5.959;12.672;0.4262683;0.3322759;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069834;1000054847655831171;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.027, -0.034, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.049, -0.051, 0.997);(-0.035, 0.000, 0.000);0.497;6.162;12.401;VALID;(-0.106, -0.015, 0.994);(0.035, 0.000, 0.000);0.470;5.953;12.672;0.4268817;0.3533506;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069835;1000054847660832412;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.027, -0.033, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.050, -0.051, 0.997);(-0.035, 0.000, 0.000);0.496;6.145;12.401;VALID;(-0.105, -0.014, 0.994);(0.035, 0.000, 0.000);0.469;5.948;12.672;0.4267824;0.5663367;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069836;1000054847665833672;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.026, -0.032, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.051, -0.051, 0.997);(-0.035, 0.000, 0.000);0.494;6.126;12.401;VALID;(-0.104, -0.013, 0.994);(0.035, 0.000, 0.000);0.469;5.947;12.672;0.4259965;0.5927668;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069837;1000054847670834906;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.026, -0.032, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.051, -0.051, 0.997);(-0.035, 0.000, 0.000);0.492;6.098;12.401;VALID;(-0.104, -0.012, 0.995);(0.035, 0.000, 0.000);0.469;5.945;12.672;0.424048;0.5592636;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069838;1000054847675836136;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.025, -0.032, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.052, -0.052, 0.997);(-0.035, 0.000, 0.000);0.491;6.087;12.401;VALID;(-0.103, -0.012, 0.995);(0.035, 0.000, 0.000);0.469;5.945;12.672;0.4218036;0.5796902;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069839;1000054847680837366;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.025, -0.032, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.052, -0.054, 0.997);(-0.035, 0.000, 0.000);0.488;6.058;12.401;VALID;(-0.103, -0.011, 0.995);(0.035, 0.000, 0.000);0.469;5.943;12.672;0.4183754;0.560562;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069840;1000054847685838601;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.025, -0.033, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.052, -0.056, 0.997);(-0.035, 0.000, 0.000);0.484;5.996;12.401;VALID;(-0.103, -0.011, 0.995);(0.035, 0.000, 0.000);0.468;5.925;12.672;0.415668;0.5329284;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069841;1000054847690839816;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.025, -0.035, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.052, -0.058, 0.997);(-0.035, 0.000, 0.000);0.481;5.962;12.401;VALID;(-0.102, -0.011, 0.995);(0.035, 0.000, 0.000);0.467;5.917;12.672;0.4135896;0.5739661;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069842;1000054847695841029;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.025, -0.035, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.052, -0.059, 0.997);(-0.035, 0.000, 0.000);0.480;5.951;12.401;VALID;(-0.102, -0.010, 0.995);(0.035, 0.000, 0.000);0.467;5.914;12.672;0.4118856;0.5990418;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069843;1000054847700842273;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.024, -0.036, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.053, -0.060, 0.997);(-0.035, 0.000, 0.000);0.480;5.948;12.401;VALID;(-0.102, -0.010, 0.995);(0.035, 0.000, 0.000);0.467;5.911;12.672;0.410848;0.6580417;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069844;1000054847705843486;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.024, -0.037, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.053, -0.061, 0.997);(-0.035, 0.000, 0.000);0.479;5.942;12.401;VALID;(-0.102, -0.010, 0.995);(0.035, 0.000, 0.000);0.466;5.908;12.672;0.4090759;0.6497043;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069845;1000054847710844686;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.024, -0.037, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.053, -0.063, 0.997);(-0.035, 0.000, 0.000);0.479;5.935;12.401;VALID;(-0.101, -0.010, 0.995);(0.035, 0.000, 0.000);0.466;5.905;12.672;0.406379;0.6304332;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069846;1000054847715845904;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.024, -0.037, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.053, -0.064, 0.997);(-0.035, 0.000, 0.000);0.479;5.945;12.401;VALID;(-0.101, -0.011, 0.995);(0.035, 0.000, 0.000);0.466;5.905;12.672;0.4033839;0.5851837;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069847;1000054847720847121;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.023, -0.038, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.054, -0.065, 0.996);(-0.035, 0.000, 0.000);0.483;5.992;12.401;VALID;(-0.101, -0.011, 0.995);(0.035, 0.000, 0.000);0.466;5.907;12.672;0.4007535;0.5475422;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069848;1000054847725848322;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.023, -0.038, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.056, -0.065, 0.996);(-0.035, 0.000, 0.000);0.486;6.030;12.401;VALID;(-0.101, -0.012, 0.995);(0.035, 0.000, 0.000);0.466;5.908;12.672;0.3985483;0.5334575;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069849;1000054847730849510;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.022, -0.038, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.058, -0.066, 0.996);(-0.035, 0.000, 0.000);0.488;6.046;12.401;VALID;(-0.101, -0.012, 0.995);(0.035, 0.000, 0.000);0.466;5.911;12.672;0.395363;0.5383124;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069850;1000054847735850711;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.021, -0.039, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.059, -0.066, 0.996);(-0.035, 0.000, 0.000);0.489;6.064;12.401;VALID;(-0.101, -0.012, 0.995);(0.035, 0.000, 0.000);0.466;5.909;12.672;0.3925428;0.5234238;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069851;1000054847740851888;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.020, -0.039, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.061, -0.066, 0.996);(-0.035, 0.000, 0.000);0.490;6.079;12.401;VALID;(-0.101, -0.013, 0.995);(0.035, 0.000, 0.000);0.466;5.904;12.672;0.3897621;0.5155117;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069852;1000054847745853187;63879809672796;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.019, -0.039, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.064, -0.065, 0.996);(-0.035, 0.000, 0.000);0.495;6.142;12.401;VALID;(-0.100, -0.014, 0.995);(0.035, 0.000, 0.000);0.465;5.896;12.672;0.3880876;0.5106394;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069853;1000054847750854342;63879809672797;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.017, -0.039, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.067, -0.064, 0.996);(-0.035, 0.000, 0.000);0.497;6.167;12.401;VALID;(-0.100, -0.015, 0.995);(0.035, 0.000, 0.000);0.464;5.878;12.672;0.3860374;0.4578298;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069854;1000054847755855496;63879809672797;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.016, -0.040, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.070, -0.064, 0.996);(-0.035, 0.000, 0.000);0.498;6.176;12.401;VALID;(-0.099, -0.017, 0.995);(0.035, 0.000, 0.000);0.463;5.863;12.672;0.3841118;0.4487222;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069855;1000054847760856686;63879809672797;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.014, -0.041, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.073, -0.064, 0.995);(-0.035, 0.000, 0.000);0.498;6.176;12.401;VALID;(-0.098, -0.019, 0.995);(0.035, 0.000, 0.000);0.462;5.852;12.672;0.382865;0.4116071;None;(0.000, 0.000, 0.000)
;4/9/2025 3:34:32 PM;2069856;1000054847765857860;63879809672797;(0.437, 1.548, 1.826);(0.073, 0.011, -0.007, 0.997);(0.437, 1.548, 1.826);(0.022, -0.145, 0.989);VALID;(-0.012, -0.042, 0.999);(0.000, 0.000, 0.000);(0.084, -0.206, 0.975);(0.437, 1.548, 1.826);MapBoard;(0.497, 1.401, 2.532);0.714;70.350;VALID;(0.075, -0.064, 0.995);(-0.035, 0.000, 0.000);0.496;6.155;12.401;VALID;(-0.097, -0.022, 0.995);(0.035, 0.000, 0.000);0.461;5.844;12.672;0.3819122;0.4041454;None;(0.000, 0.000, 0.000)
