
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/9/2025 3:32:29 PM;;
4/9/2025 3:34:31 PM;TargetLandmark1_Billboard;(0.487, 0.309, 2.524);0.487;0.309;2.524;0.598;0.395;290.000
4/9/2025 3:34:31 PM;TargetLandmark2_LionStatue;(0.625, 0.475, 2.506);0.625;0.475;2.506;0.394;0.217;292.500
4/9/2025 3:34:31 PM;TargetLandmark3_GlobalLandmark1;(0.865, 0.325, 2.506);0.865;0.325;2.506;0.117;0.395;260.000
4/9/2025 3:34:31 PM;TargetLandmark4_GasStation;(0.768, 0.143, 2.553);0.768;0.143;2.553;0.307;0.677;295.000
4/9/2025 3:34:31 PM;TargetLandmark5_Church;(0.627, 0.103, 2.585);0.627;0.103;2.585;0.604;0.882;275.000
4/9/2025 3:34:31 PM;TargetLandmark6_GlobalLandmark2;(0.363, 0.127, 2.597);0.363;0.127;2.597;0.869;0.849;235.000
4/9/2025 3:34:31 PM;TargetLandmark7_MusicShop;(0.393, 0.288, 2.599);0.393;0.288;2.599;0.791;0.569;280.000
4/9/2025 3:34:45 PM;TargetLandmark1_Billboard;(0.487, 0.309, 2.524);0.487;0.309;2.524;0.598;0.395;290.000
4/9/2025 3:34:45 PM;TargetLandmark2_LionStatue;(0.625, 0.475, 2.506);0.625;0.475;2.506;0.394;0.217;292.500
4/9/2025 3:34:45 PM;TargetLandmark3_GlobalLandmark1;(0.865, 0.325, 2.506);0.865;0.325;2.506;0.117;0.395;260.000
4/9/2025 3:34:45 PM;TargetLandmark4_GasStation;(0.768, 0.143, 2.553);0.768;0.143;2.553;0.307;0.677;295.000
4/9/2025 3:34:45 PM;TargetLandmark5_Church;(0.627, 0.103, 2.585);0.627;0.103;2.585;0.604;0.882;275.000
4/9/2025 3:34:45 PM;TargetLandmark6_GlobalLandmark2;(0.363, 0.127, 2.597);0.363;0.127;2.597;0.869;0.849;235.000
4/9/2025 3:34:45 PM;TargetLandmark7_MusicShop;(0.393, 0.288, 2.599);0.393;0.288;2.599;0.791;0.569;280.000
