
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/9/2025 3:12:22 PM;;
4/9/2025 3:12:36 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/9/2025 3:12:36 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/9/2025 3:12:36 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/9/2025 3:12:36 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/9/2025 3:12:36 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/9/2025 3:12:36 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/9/2025 3:12:36 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/9/2025 3:16:10 PM;TargetLandmark1_Billboard;(0.477, 0.358, 2.535);0.477;0.358;2.535;0.598;0.395;290.000
4/9/2025 3:16:10 PM;TargetLandmark2_LionStatue;(0.486, 0.661, 2.523);0.486;0.661;2.523;0.394;0.217;292.500
4/9/2025 3:16:10 PM;TargetLandmark3_GlobalLandmark1;(0.711, 0.566, 2.478);0.711;0.566;2.478;0.117;0.395;260.000
4/9/2025 3:16:10 PM;TargetLandmark4_GasStation;(0.443, 0.242, 2.529);0.443;0.242;2.529;0.307;0.677;295.000
4/9/2025 3:16:10 PM;TargetLandmark5_Church;(0.615, 0.262, 2.500);0.615;0.262;2.500;0.604;0.882;275.000
4/9/2025 3:16:10 PM;TargetLandmark6_GlobalLandmark2;(0.237, 0.257, 2.564);0.237;0.257;2.564;0.869;0.849;235.000
4/9/2025 3:16:10 PM;TargetLandmark7_MusicShop;(0.231, 0.588, 2.504);0.231;0.588;2.504;0.791;0.569;280.000
4/9/2025 3:16:12 PM;TargetLandmark1_Billboard;(0.477, 0.358, 2.535);0.477;0.358;2.535;0.598;0.395;290.000
4/9/2025 3:16:12 PM;TargetLandmark2_LionStatue;(0.486, 0.661, 2.523);0.486;0.661;2.523;0.394;0.217;292.500
4/9/2025 3:16:12 PM;TargetLandmark3_GlobalLandmark1;(0.711, 0.566, 2.478);0.711;0.566;2.478;0.117;0.395;260.000
4/9/2025 3:16:12 PM;TargetLandmark4_GasStation;(0.443, 0.242, 2.529);0.443;0.242;2.529;0.307;0.677;295.000
4/9/2025 3:16:12 PM;TargetLandmark5_Church;(0.615, 0.262, 2.500);0.615;0.262;2.500;0.604;0.882;275.000
4/9/2025 3:16:12 PM;TargetLandmark6_GlobalLandmark2;(0.237, 0.257, 2.564);0.237;0.257;2.564;0.869;0.849;235.000
4/9/2025 3:16:12 PM;TargetLandmark7_MusicShop;(0.231, 0.588, 2.504);0.231;0.588;2.504;0.791;0.569;280.000
