
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/10/2025 12:41:06 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/10/2025 12:41:16 PM;;
4/10/2025 12:43:39 PM;TargetLandmark1_Billboard;(0.496, 0.387, 2.444);0.496;0.387;2.444;0.598;0.395;290.000
4/10/2025 12:43:39 PM;TargetLandmark2_LionStatue;(0.639, 0.579, 2.425);0.639;0.579;2.425;0.394;0.217;292.500
4/10/2025 12:43:39 PM;TargetLandmark3_GlobalLandmark1;(0.802, 0.391, 2.441);0.802;0.391;2.441;0.117;0.395;260.000
4/10/2025 12:43:39 PM;TargetLandmark4_GasStation;(0.655, 0.244, 2.483);0.655;0.244;2.483;0.307;0.677;295.000
4/10/2025 12:43:39 PM;TargetLandmark5_Church;(0.362, 0.299, 2.431);0.362;0.299;2.431;0.604;0.882;275.000
4/10/2025 12:43:39 PM;TargetLandmark6_GlobalLandmark2;(0.219, 0.305, 2.453);0.219;0.305;2.453;0.869;0.849;235.000
4/10/2025 12:43:39 PM;TargetLandmark7_MusicShop;(0.243, 0.543, 2.435);0.243;0.543;2.435;0.791;0.569;280.000
4/10/2025 12:43:40 PM;TargetLandmark1_Billboard;(0.496, 0.387, 2.444);0.496;0.387;2.444;0.598;0.395;290.000
4/10/2025 12:43:40 PM;TargetLandmark2_LionStatue;(0.639, 0.579, 2.425);0.639;0.579;2.425;0.394;0.217;292.500
4/10/2025 12:43:40 PM;TargetLandmark3_GlobalLandmark1;(0.802, 0.391, 2.441);0.802;0.391;2.441;0.117;0.395;260.000
4/10/2025 12:43:40 PM;TargetLandmark4_GasStation;(0.655, 0.244, 2.483);0.655;0.244;2.483;0.307;0.677;295.000
4/10/2025 12:43:40 PM;TargetLandmark5_Church;(0.362, 0.299, 2.431);0.362;0.299;2.431;0.604;0.882;275.000
4/10/2025 12:43:40 PM;TargetLandmark6_GlobalLandmark2;(0.219, 0.305, 2.453);0.219;0.305;2.453;0.869;0.849;235.000
4/10/2025 12:43:40 PM;TargetLandmark7_MusicShop;(0.243, 0.543, 2.435);0.243;0.543;2.435;0.791;0.569;280.000
