
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/9/2025 12:56:48 PM;;
4/9/2025 12:56:52 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/9/2025 12:56:52 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/9/2025 12:56:52 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/9/2025 12:56:52 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/9/2025 12:56:52 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/9/2025 12:56:52 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/9/2025 12:56:52 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/9/2025 12:59:10 PM;TargetLandmark1_Billboard;(0.564, 0.433, 2.571);0.564;0.433;2.571;0.598;0.395;290.000
4/9/2025 12:59:10 PM;TargetLandmark2_LionStatue;(0.345, 0.460, 2.527);0.345;0.460;2.527;0.394;0.217;292.500
4/9/2025 12:59:10 PM;TargetLandmark3_GlobalLandmark1;(0.231, 0.575, 2.524);0.231;0.575;2.524;0.117;0.395;260.000
4/9/2025 12:59:10 PM;TargetLandmark4_GasStation;(0.401, 0.754, 2.571);0.401;0.754;2.571;0.307;0.677;295.000
4/9/2025 12:59:10 PM;TargetLandmark5_Church;(0.568, 0.893, 2.505);0.568;0.893;2.505;0.604;0.882;275.000
4/9/2025 12:59:10 PM;TargetLandmark6_GlobalLandmark2;(0.764, 0.886, 2.501);0.764;0.886;2.501;0.869;0.849;235.000
4/9/2025 12:59:10 PM;TargetLandmark7_MusicShop;(0.764, 0.560, 2.491);0.764;0.560;2.491;0.791;0.569;280.000
4/9/2025 12:59:11 PM;TargetLandmark1_Billboard;(0.564, 0.433, 2.571);0.564;0.433;2.571;0.598;0.395;290.000
4/9/2025 12:59:11 PM;TargetLandmark2_LionStatue;(0.345, 0.460, 2.527);0.345;0.460;2.527;0.394;0.217;292.500
4/9/2025 12:59:11 PM;TargetLandmark3_GlobalLandmark1;(0.231, 0.575, 2.524);0.231;0.575;2.524;0.117;0.395;260.000
4/9/2025 12:59:11 PM;TargetLandmark4_GasStation;(0.401, 0.754, 2.571);0.401;0.754;2.571;0.307;0.677;295.000
4/9/2025 12:59:11 PM;TargetLandmark5_Church;(0.568, 0.893, 2.505);0.568;0.893;2.505;0.604;0.882;275.000
4/9/2025 12:59:11 PM;TargetLandmark6_GlobalLandmark2;(0.764, 0.886, 2.501);0.764;0.886;2.501;0.869;0.849;235.000
4/9/2025 12:59:11 PM;TargetLandmark7_MusicShop;(0.764, 0.560, 2.491);0.764;0.560;2.491;0.791;0.569;280.000
