
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/7/2025 5:02:07 PM;;
4/7/2025 5:02:11 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/7/2025 5:02:11 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/7/2025 5:02:11 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/7/2025 5:02:11 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/7/2025 5:02:11 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/7/2025 5:02:11 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/7/2025 5:02:11 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/7/2025 5:04:46 PM;TargetLandmark1_Billboard;(0.483, 0.353, 2.535);0.483;0.353;2.535;0.598;0.395;290.000
4/7/2025 5:04:46 PM;TargetLandmark2_LionStatue;(0.538, 0.510, 2.486);0.538;0.510;2.486;0.394;0.217;292.500
4/7/2025 5:04:46 PM;TargetLandmark3_GlobalLandmark1;(0.697, 0.536, 2.511);0.697;0.536;2.511;0.117;0.395;260.000
4/7/2025 5:04:46 PM;TargetLandmark4_GasStation;(0.808, 0.374, 2.512);0.808;0.374;2.512;0.307;0.677;295.000
4/7/2025 5:04:46 PM;TargetLandmark5_Church;(0.805, 0.160, 2.535);0.805;0.160;2.535;0.604;0.882;275.000
4/7/2025 5:04:46 PM;TargetLandmark6_GlobalLandmark2;(0.725, 0.061, 2.538);0.725;0.061;2.538;0.869;0.849;235.000
4/7/2025 5:04:46 PM;TargetLandmark7_MusicShop;(0.580, 0.097, 2.549);0.580;0.097;2.549;0.791;0.569;280.000
4/7/2025 5:04:47 PM;TargetLandmark1_Billboard;(0.483, 0.353, 2.535);0.483;0.353;2.535;0.598;0.395;290.000
4/7/2025 5:04:47 PM;TargetLandmark2_LionStatue;(0.538, 0.510, 2.486);0.538;0.510;2.486;0.394;0.217;292.500
4/7/2025 5:04:47 PM;TargetLandmark3_GlobalLandmark1;(0.697, 0.536, 2.511);0.697;0.536;2.511;0.117;0.395;260.000
4/7/2025 5:04:47 PM;TargetLandmark4_GasStation;(0.808, 0.374, 2.512);0.808;0.374;2.512;0.307;0.677;295.000
4/7/2025 5:04:47 PM;TargetLandmark5_Church;(0.805, 0.160, 2.535);0.805;0.160;2.535;0.604;0.882;275.000
4/7/2025 5:04:47 PM;TargetLandmark6_GlobalLandmark2;(0.725, 0.061, 2.538);0.725;0.061;2.538;0.869;0.849;235.000
4/7/2025 5:04:47 PM;TargetLandmark7_MusicShop;(0.580, 0.097, 2.549);0.580;0.097;2.549;0.791;0.569;280.000
