
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/3/2025 3:28:55 PM;;
4/3/2025 3:29:01 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/3/2025 3:29:01 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/3/2025 3:29:01 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/3/2025 3:29:01 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/3/2025 3:29:01 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/3/2025 3:29:01 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/3/2025 3:29:01 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/3/2025 3:31:03 PM;TargetLandmark1_Billboard;(0.565, 0.456, 2.505);0.565;0.456;2.505;0.598;0.395;290.000
4/3/2025 3:31:03 PM;TargetLandmark2_LionStatue;(0.699, 0.711, 2.532);0.699;0.711;2.532;0.394;0.217;292.500
4/3/2025 3:31:03 PM;TargetLandmark3_GlobalLandmark1;(0.341, 0.632, 2.514);0.341;0.632;2.514;0.117;0.395;260.000
4/3/2025 3:31:03 PM;TargetLandmark4_GasStation;(0.440, 0.715, 2.543);0.440;0.715;2.543;0.307;0.677;295.000
4/3/2025 3:31:03 PM;TargetLandmark5_Church;(0.618, 0.865, 2.547);0.618;0.865;2.547;0.604;0.882;275.000
4/3/2025 3:31:03 PM;TargetLandmark6_GlobalLandmark2;(0.777, 0.819, 2.497);0.777;0.819;2.497;0.869;0.849;235.000
4/3/2025 3:31:03 PM;TargetLandmark7_MusicShop;(0.557, 0.599, 2.532);0.557;0.599;2.532;0.791;0.569;280.000
4/3/2025 3:31:24 PM;TargetLandmark1_Billboard;(0.565, 0.456, 2.505);0.565;0.456;2.505;0.598;0.395;290.000
4/3/2025 3:31:24 PM;TargetLandmark2_LionStatue;(0.699, 0.711, 2.532);0.699;0.711;2.532;0.394;0.217;292.500
4/3/2025 3:31:24 PM;TargetLandmark3_GlobalLandmark1;(0.341, 0.632, 2.514);0.341;0.632;2.514;0.117;0.395;260.000
4/3/2025 3:31:24 PM;TargetLandmark4_GasStation;(0.440, 0.715, 2.543);0.440;0.715;2.543;0.307;0.677;295.000
4/3/2025 3:31:24 PM;TargetLandmark5_Church;(0.618, 0.865, 2.547);0.618;0.865;2.547;0.604;0.882;275.000
4/3/2025 3:31:24 PM;TargetLandmark6_GlobalLandmark2;(0.777, 0.819, 2.497);0.777;0.819;2.497;0.869;0.849;235.000
4/3/2025 3:31:24 PM;TargetLandmark7_MusicShop;(0.557, 0.599, 2.532);0.557;0.599;2.532;0.791;0.569;280.000
