Trial;Time;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GlobalCameraPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;CombinedGazeForwardGlobal;CombinedGazePositionGlobal;GazeHitObject;GazeHitPosition;GazeHitDistance;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;ReferenceLandmark;DisplayLandmark;GroundTruthDirection;GazeAngleDeviation
19;4/3/2025 3:27:21 PM;147462;1000247398883464301;63879290841536;(-0.062, 1.405, 1.060);(0.081, -0.119, 0.059, 0.988);(499.385, 1.905, 241.799);(-0.226, -0.175, 0.958);VALID;(0.382, 0.211, 0.899);(0.000, 0.000, 0.000);(0.139, 0.085, 0.987);(499.385, 1.905, 241.799);CSTemplate29(Clone);(514.127, 10.935, 346.445);106.054;63.600;VALID;(0.379, 0.298, 0.876);(-0.032, 0.000, 0.000);0.502;6.175;12.311;VALID;(0.379, 0.194, 0.905);(0.032, 0.000, 0.000);0.494;6.444;13.051;2;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);92.923
19;4/3/2025 3:27:21 PM;147463;1000247398888467702;63879290841537;(-0.062, 1.405, 1.060);(0.081, -0.119, 0.059, 0.988);(499.385, 1.905, 241.799);(-0.226, -0.175, 0.958);VALID;(0.384, 0.209, 0.899);(0.000, 0.000, 0.000);(0.139, 0.085, 0.987);(499.385, 1.905, 241.799);CSTemplate29(Clone);(514.127, 10.935, 346.445);106.054;63.600;VALID;(0.380, 0.296, 0.876);(-0.032, 0.000, 0.000);0.502;6.176;12.311;VALID;(0.381, 0.192, 0.904);(0.032, 0.000, 0.000);0.493;6.437;13.051;2;0.0741749;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);92.923
19;4/3/2025 3:27:21 PM;147464;1000247398893471100;63879290841555;(-0.062, 1.405, 1.060);(0.082, -0.118, 0.059, 0.988);(499.385, 1.905, 241.799);(-0.224, -0.175, 0.959);VALID;(0.385, 0.207, 0.899);(0.000, 0.000, 0.000);(0.145, 0.078, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(514.805, 10.186, 346.445);106.090;63.600;VALID;(0.381, 0.295, 0.877);(-0.032, 0.000, 0.000);0.502;6.180;12.311;VALID;(0.382, 0.191, 0.904);(0.032, 0.000, 0.000);0.493;6.431;13.051;2;0.08665773;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.287
19;4/3/2025 3:27:21 PM;147465;1000247398898474482;63879290841555;(-0.062, 1.405, 1.060);(0.082, -0.118, 0.059, 0.988);(499.385, 1.905, 241.799);(-0.224, -0.175, 0.959);VALID;(0.386, 0.205, 0.899);(0.000, 0.000, 0.000);(0.145, 0.078, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(514.805, 10.186, 346.445);106.090;63.600;VALID;(0.382, 0.292, 0.877);(-0.032, 0.000, 0.000);0.502;6.186;12.311;VALID;(0.383, 0.189, 0.904);(0.032, 0.000, 0.000);0.493;6.428;13.051;2;0.1018603;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.287
19;4/3/2025 3:27:21 PM;147466;1000247398903477859;63879290841555;(-0.062, 1.405, 1.060);(0.082, -0.118, 0.059, 0.988);(499.385, 1.905, 241.799);(-0.224, -0.175, 0.959);VALID;(0.387, 0.203, 0.899);(0.000, 0.000, 0.000);(0.145, 0.078, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(514.805, 10.186, 346.445);106.090;63.600;VALID;(0.383, 0.290, 0.877);(-0.032, 0.000, 0.000);0.503;6.197;12.311;VALID;(0.384, 0.187, 0.904);(0.032, 0.000, 0.000);0.492;6.427;13.051;2;0.1882215;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.287
19;4/3/2025 3:27:21 PM;147467;1000247398908481212;63879290841555;(-0.062, 1.405, 1.060);(0.082, -0.118, 0.059, 0.988);(499.385, 1.905, 241.799);(-0.224, -0.175, 0.959);VALID;(0.388, 0.202, 0.899);(0.000, 0.000, 0.000);(0.145, 0.078, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(514.805, 10.186, 346.445);106.090;63.600;VALID;(0.385, 0.287, 0.877);(-0.032, 0.000, 0.000);0.504;6.208;12.311;VALID;(0.385, 0.186, 0.904);(0.032, 0.000, 0.000);0.492;6.427;13.051;0.01;0.3238834;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.287
19;4/3/2025 3:27:21 PM;147468;1000247398913484561;63879290841567;(-0.062, 1.405, 1.060);(0.082, -0.118, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.223, -0.175, 0.959);VALID;(0.389, 0.200, 0.899);(0.000, 0.000, 0.000);(0.147, 0.076, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.000, 9.991, 346.445);106.104;63.600;VALID;(0.386, 0.285, 0.877);(-0.032, 0.000, 0.000);0.505;6.223;12.311;VALID;(0.385, 0.185, 0.904);(0.032, 0.000, 0.000);0.493;6.429;13.051;0.01;0.3853955;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.391
19;4/3/2025 3:27:21 PM;147469;1000247398918487898;63879290841567;(-0.062, 1.405, 1.060);(0.082, -0.118, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.223, -0.175, 0.959);VALID;(0.389, 0.200, 0.899);(0.000, 0.000, 0.000);(0.147, 0.076, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.000, 9.991, 346.445);106.104;63.600;VALID;(0.387, 0.283, 0.878);(-0.032, 0.000, 0.000);0.506;6.230;12.311;VALID;(0.385, 0.184, 0.904);(0.032, 0.000, 0.000);0.493;6.434;13.051;0.01538444;0.4189287;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.391
19;4/3/2025 3:27:21 PM;147470;1000247398923491301;63879290841578;(-0.062, 1.405, 1.060);(0.082, -0.117, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.222, -0.176, 0.959);VALID;(0.389, 0.199, 0.899);(0.000, 0.000, 0.000);(0.148, 0.075, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.141, 9.866, 346.445);106.115;63.600;VALID;(0.388, 0.281, 0.878);(-0.032, 0.000, 0.000);0.506;6.235;12.311;VALID;(0.384, 0.184, 0.905);(0.032, 0.000, 0.000);0.493;6.438;13.051;0.02286628;0.5840229;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.467
19;4/3/2025 3:27:21 PM;147471;1000247398928494621;63879290841578;(-0.062, 1.405, 1.060);(0.082, -0.117, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.222, -0.176, 0.959);VALID;(0.389, 0.199, 0.900);(0.000, 0.000, 0.000);(0.148, 0.075, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.141, 9.866, 346.445);106.115;63.600;VALID;(0.389, 0.279, 0.878);(-0.032, 0.000, 0.000);0.507;6.238;12.311;VALID;(0.384, 0.183, 0.905);(0.032, 0.000, 0.000);0.494;6.447;13.051;0.03120336;0.661559;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.467
19;4/3/2025 3:27:21 PM;147472;1000247398933497934;63879290841578;(-0.062, 1.405, 1.060);(0.082, -0.117, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.222, -0.176, 0.959);VALID;(0.389, 0.198, 0.900);(0.000, 0.000, 0.000);(0.148, 0.075, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.141, 9.866, 346.445);106.115;63.600;VALID;(0.389, 0.277, 0.878);(-0.032, 0.000, 0.000);0.507;6.240;12.311;VALID;(0.384, 0.183, 0.905);(0.032, 0.000, 0.000);0.494;6.453;13.051;0.03883797;0.7092546;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.467
19;4/3/2025 3:27:21 PM;147473;1000247398938501234;63879290841588;(-0.062, 1.405, 1.060);(0.082, -0.117, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.221, -0.176, 0.959);VALID;(0.389, 0.198, 0.900);(0.000, 0.000, 0.000);(0.149, 0.075, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.206, 9.813, 346.445);106.121;63.600;VALID;(0.390, 0.276, 0.878);(-0.032, 0.000, 0.000);0.507;6.242;12.311;VALID;(0.383, 0.183, 0.906);(0.032, 0.000, 0.000);0.495;6.457;13.051;0.04607903;0.7345997;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.502
19;4/3/2025 3:27:21 PM;147474;1000247398943504531;63879290841588;(-0.062, 1.405, 1.060);(0.082, -0.117, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.221, -0.176, 0.959);VALID;(0.388, 0.198, 0.900);(0.000, 0.000, 0.000);(0.149, 0.075, 0.986);(499.385, 1.905, 241.799);CSTemplate29(Clone);(515.206, 9.813, 346.445);106.121;63.600;VALID;(0.390, 0.275, 0.879);(-0.032, 0.000, 0.000);0.507;6.244;12.311;VALID;(0.382, 0.182, 0.906);(0.032, 0.000, 0.000);0.495;6.463;13.051;0.05287487;0.7436747;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.502
19;4/3/2025 3:27:21 PM;147475;1000247398948507798;63879290841600;(-0.062, 1.405, 1.059);(0.082, -0.116, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.219, -0.176, 0.960);VALID;(0.388, 0.198, 0.900);(0.000, 0.000, 0.000);(0.150, 0.074, 0.986);(499.385, 1.905, 241.799);TargetLandmark1_Billboard;(506.300, 5.329, 287.177);46.028;63.600;VALID;(0.391, 0.274, 0.879);(-0.032, 0.000, 0.000);0.507;6.245;12.311;VALID;(0.382, 0.182, 0.906);(0.032, 0.000, 0.000);0.496;6.469;13.051;0.05921133;0.7547261;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.556
19;4/3/2025 3:27:21 PM;147476;1000247398953511083;63879290841600;(-0.062, 1.405, 1.059);(0.082, -0.116, 0.060, 0.988);(499.385, 1.905, 241.799);(-0.219, -0.176, 0.960);VALID;(0.388, 0.198, 0.900);(0.000, 0.000, 0.000);(0.150, 0.074, 0.986);(499.385, 1.905, 241.799);TargetLandmark1_Billboard;(506.300, 5.329, 287.177);46.028;63.600;VALID;(0.391, 0.274, 0.879);(-0.032, 0.000, 0.000);0.507;6.247;12.311;VALID;(0.381, 0.183, 0.906);(0.032, 0.000, 0.000);0.496;6.473;13.051;0.06419631;0.7796503;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.556
19;4/3/2025 3:27:21 PM;147477;1000247398958514340;63879290841610;(-0.062, 1.404, 1.059);(0.082, -0.115, 0.061, 0.988);(499.385, 1.904, 241.799);(-0.217, -0.177, 0.960);VALID;(0.388, 0.198, 0.900);(0.000, 0.000, 0.000);(0.152, 0.074, 0.986);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.280, 286.697);45.551;63.600;VALID;(0.391, 0.273, 0.879);(-0.032, 0.000, 0.000);0.508;6.248;12.311;VALID;(0.381, 0.182, 0.906);(0.032, 0.000, 0.000);0.496;6.475;13.051;0.06711168;0.798634;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.647
19;4/3/2025 3:27:21 PM;147478;1000247398963517590;63879290841611;(-0.062, 1.404, 1.059);(0.082, -0.115, 0.061, 0.988);(499.385, 1.904, 241.799);(-0.217, -0.177, 0.960);VALID;(0.387, 0.198, 0.900);(0.000, 0.000, 0.000);(0.152, 0.074, 0.986);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.280, 286.697);45.551;63.600;VALID;(0.391, 0.273, 0.879);(-0.032, 0.000, 0.000);0.508;6.250;12.311;VALID;(0.381, 0.183, 0.906);(0.032, 0.000, 0.000);0.496;6.479;13.051;0.0690483;0.8335792;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.647
19;4/3/2025 3:27:21 PM;147479;1000247398968520823;63879290841622;(-0.062, 1.404, 1.059);(0.083, -0.114, 0.061, 0.988);(499.385, 1.904, 241.799);(-0.214, -0.178, 0.960);VALID;(0.387, 0.198, 0.900);(0.000, 0.000, 0.000);(0.153, 0.074, 0.985);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.225, 286.238);45.095;63.600;VALID;(0.391, 0.273, 0.879);(-0.032, 0.000, 0.000);0.508;6.253;12.311;VALID;(0.381, 0.183, 0.907);(0.032, 0.000, 0.000);0.496;6.480;13.051;0.06967474;0.8827477;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.736
19;4/3/2025 3:27:21 PM;147480;1000247398973524066;63879290841622;(-0.062, 1.404, 1.059);(0.083, -0.114, 0.061, 0.988);(499.385, 1.904, 241.799);(-0.214, -0.178, 0.960);VALID;(0.387, 0.198, 0.901);(0.000, 0.000, 0.000);(0.153, 0.074, 0.985);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.225, 286.238);45.095;63.600;VALID;(0.390, 0.273, 0.879);(-0.032, 0.000, 0.000);0.508;6.256;12.311;VALID;(0.380, 0.182, 0.907);(0.032, 0.000, 0.000);0.496;6.480;13.051;0.06941676;0.9281623;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.736
19;4/3/2025 3:27:21 PM;147481;1000247398978527266;63879290841633;(-0.062, 1.404, 1.059);(0.083, -0.113, 0.062, 0.988);(499.385, 1.904, 241.799);(-0.212, -0.179, 0.961);VALID;(0.387, 0.199, 0.901);(0.000, 0.000, 0.000);(0.155, 0.072, 0.985);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.104, 285.703);44.560;63.600;VALID;(0.390, 0.273, 0.879);(-0.032, 0.000, 0.000);0.509;6.261;12.311;VALID;(0.380, 0.183, 0.907);(0.032, 0.000, 0.000);0.497;6.482;13.051;0.06969839;0.9284397;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.842
19;4/3/2025 3:27:21 PM;147482;1000247398983530485;63879290841633;(-0.062, 1.404, 1.059);(0.083, -0.113, 0.062, 0.988);(499.385, 1.904, 241.799);(-0.212, -0.179, 0.961);VALID;(0.387, 0.198, 0.901);(0.000, 0.000, 0.000);(0.155, 0.072, 0.985);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.104, 285.703);44.560;63.600;VALID;(0.390, 0.272, 0.880);(-0.032, 0.000, 0.000);0.509;6.266;12.311;VALID;(0.380, 0.183, 0.907);(0.032, 0.000, 0.000);0.497;6.484;13.051;0.0715325;0.817963;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.842
19;4/3/2025 3:27:21 PM;147483;1000247398988533667;63879290841633;(-0.062, 1.404, 1.059);(0.083, -0.113, 0.062, 0.988);(499.385, 1.904, 241.799);(-0.212, -0.179, 0.961);VALID;(0.387, 0.197, 0.901);(0.000, 0.000, 0.000);(0.155, 0.072, 0.985);(499.385, 1.904, 241.799);TargetLandmark1_Billboard;(506.300, 5.104, 285.703);44.560;63.600;VALID;(0.390, 0.272, 0.880);(-0.032, 0.000, 0.000);0.509;6.270;12.311;VALID;(0.380, 0.183, 0.907);(0.032, 0.000, 0.000);0.497;6.483;13.051;0.07165109;0.8496078;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.842
19;4/3/2025 3:27:21 PM;147484;1000247398993536856;63879290841644;(-0.062, 1.404, 1.059);(0.084, -0.112, 0.062, 0.988);(499.385, 1.904, 241.798);(-0.210, -0.179, 0.961);VALID;(0.387, 0.198, 0.901);(0.000, 0.000, 0.000);(0.157, 0.072, 0.985);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.069, 285.169);44.031;63.600;VALID;(0.392, 0.271, 0.879);(-0.032, 0.000, 0.000);0.512;6.306;12.311;VALID;(0.380, 0.183, 0.907);(0.032, 0.000, 0.000);0.497;6.482;13.051;0.0852571;0.6688925;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.950
19;4/3/2025 3:27:21 PM;147485;1000247398998540046;63879290841644;(-0.062, 1.404, 1.059);(0.084, -0.112, 0.062, 0.988);(499.385, 1.904, 241.798);(-0.210, -0.179, 0.961);VALID;(0.387, 0.198, 0.901);(0.000, 0.000, 0.000);(0.157, 0.072, 0.985);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.069, 285.169);44.031;63.600;VALID;(0.392, 0.271, 0.879);(-0.032, 0.000, 0.000);0.512;6.301;12.311;VALID;(0.380, 0.182, 0.907);(0.032, 0.000, 0.000);0.496;6.477;13.051;0.08277513;0.5281148;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);93.950
19;4/3/2025 3:27:21 PM;147486;1000247399003543213;63879290841655;(-0.062, 1.404, 1.059);(0.084, -0.111, 0.062, 0.988);(499.385, 1.904, 241.798);(-0.208, -0.180, 0.961);VALID;(0.387, 0.198, 0.901);(0.000, 0.000, 0.000);(0.159, 0.072, 0.985);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.029, 284.673);43.539;63.600;VALID;(0.393, 0.270, 0.879);(-0.032, 0.000, 0.000);0.524;6.446;12.311;VALID;(0.380, 0.182, 0.907);(0.032, 0.000, 0.000);0.496;6.473;13.051;0.09316657;0.4335006;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.052
19;4/3/2025 3:27:21 PM;147487;1000247399008546359;63879290841657;(-0.062, 1.404, 1.059);(0.084, -0.111, 0.062, 0.988);(499.385, 1.904, 241.798);(-0.208, -0.180, 0.961);VALID;(0.387, 0.198, 0.901);(0.000, 0.000, 0.000);(0.159, 0.072, 0.985);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.029, 284.673);43.539;63.600;VALID;(0.392, 0.271, 0.879);(-0.032, 0.000, 0.000);0.514;6.332;12.311;VALID;(0.380, 0.182, 0.907);(0.032, 0.000, 0.000);0.496;6.469;13.051;0.0879971;0.3111933;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.052
19;4/3/2025 3:27:21 PM;147488;1000247399013549504;63879290841667;(-0.062, 1.404, 1.059);(0.084, -0.110, 0.062, 0.989);(499.385, 1.904, 241.798);(-0.206, -0.179, 0.962);VALID;(0.386, 0.198, 0.901);(0.000, 0.000, 0.000);(0.160, 0.072, 0.984);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.012, 284.270);43.142;63.600;VALID;(0.391, 0.271, 0.880);(-0.032, 0.000, 0.000);0.513;6.311;12.311;VALID;(0.380, 0.182, 0.907);(0.032, 0.000, 0.000);0.496;6.469;13.051;0.08446911;0.2621712;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.137
19;4/3/2025 3:27:21 PM;147489;1000247399018552623;63879290841667;(-0.062, 1.404, 1.059);(0.084, -0.110, 0.062, 0.989);(499.385, 1.904, 241.798);(-0.206, -0.179, 0.962);VALID;(0.386, 0.198, 0.901);(0.000, 0.000, 0.000);(0.160, 0.072, 0.984);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.012, 284.270);43.142;63.600;VALID;(0.391, 0.271, 0.880);(-0.032, 0.000, 0.000);0.512;6.301;12.311;VALID;(0.379, 0.182, 0.907);(0.032, 0.000, 0.000);0.496;6.468;13.051;0.08319312;0.2447316;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.137
19;4/3/2025 3:27:21 PM;147490;1000247399023555749;63879290841681;(-0.062, 1.404, 1.059);(0.084, -0.108, 0.061, 0.989);(499.385, 1.904, 241.798);(-0.203, -0.178, 0.963);VALID;(0.386, 0.198, 0.901);(0.000, 0.000, 0.000);(0.162, 0.073, 0.984);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 4.996, 283.700);42.579;63.600;VALID;(0.390, 0.271, 0.880);(-0.032, 0.000, 0.000);0.511;6.292;12.311;VALID;(0.379, 0.182, 0.908);(0.032, 0.000, 0.000);0.495;6.464;13.051;0.08377177;0.2602346;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.260
19;4/3/2025 3:27:21 PM;147491;1000247399028558860;63879290841681;(-0.062, 1.404, 1.059);(0.084, -0.108, 0.061, 0.989);(499.385, 1.904, 241.798);(-0.203, -0.178, 0.963);VALID;(0.385, 0.198, 0.901);(0.000, 0.000, 0.000);(0.162, 0.073, 0.984);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 4.996, 283.700);42.579;63.600;VALID;(0.390, 0.271, 0.880);(-0.032, 0.000, 0.000);0.524;6.452;12.311;VALID;(0.378, 0.182, 0.908);(0.032, 0.000, 0.000);0.495;6.454;13.051;0.08968377;0.1179254;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.260
19;4/3/2025 3:27:21 PM;147492;1000247399033561965;63879290841681;(-0.062, 1.404, 1.059);(0.084, -0.108, 0.061, 0.989);(499.385, 1.904, 241.798);(-0.203, -0.178, 0.963);VALID;(0.384, 0.198, 0.902);(0.000, 0.000, 0.000);(0.162, 0.073, 0.984);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 4.996, 283.700);42.579;63.600;VALID;(0.389, 0.271, 0.880);(-0.032, 0.000, 0.000);0.530;6.527;12.311;VALID;(0.377, 0.181, 0.908);(0.032, 0.000, 0.000);0.494;6.445;13.051;0.08623374;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.260
19;4/3/2025 3:27:21 PM;147493;1000247399038565037;63879290841703;(-0.062, 1.404, 1.059);(0.083, -0.103, 0.060, 0.989);(499.385, 1.904, 241.798);(-0.194, -0.176, 0.965);VALID;(0.384, 0.199, 0.902);(0.000, 0.000, 0.000);(0.168, 0.076, 0.983);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.041, 282.242);41.149;63.600;VALID;(0.389, 0.272, 0.880);(-0.032, 0.000, 0.000);0.535;6.587;12.311;VALID;(0.376, 0.181, 0.909);(0.032, 0.000, 0.000);0.493;6.439;13.051;0.09229788;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.589
19;4/3/2025 3:27:21 PM;147494;1000247399043568131;63879290841703;(-0.062, 1.404, 1.059);(0.083, -0.103, 0.060, 0.989);(499.385, 1.904, 241.798);(-0.194, -0.176, 0.965);VALID;(0.383, 0.199, 0.902);(0.000, 0.000, 0.000);(0.168, 0.076, 0.983);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.041, 282.242);41.149;63.600;VALID;(0.389, 0.272, 0.880);(-0.032, 0.000, 0.000);0.536;6.597;12.311;VALID;(0.374, 0.181, 0.910);(0.032, 0.000, 0.000);0.493;6.433;13.051;0.09905683;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.589
19;4/3/2025 3:27:21 PM;147495;1000247399048571181;63879290841703;(-0.062, 1.404, 1.059);(0.083, -0.103, 0.060, 0.989);(499.385, 1.904, 241.798);(-0.194, -0.176, 0.965);VALID;(0.382, 0.199, 0.902);(0.000, 0.000, 0.000);(0.168, 0.076, 0.983);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.041, 282.242);41.149;63.600;VALID;(0.389, 0.272, 0.880);(-0.032, 0.000, 0.000);0.536;6.598;12.311;VALID;(0.373, 0.181, 0.910);(0.032, 0.000, 0.000);0.493;6.433;13.051;0.1059364;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.589
19;4/3/2025 3:27:21 PM;147496;1000247399053574232;63879290841703;(-0.062, 1.404, 1.059);(0.083, -0.103, 0.060, 0.989);(499.385, 1.904, 241.798);(-0.194, -0.176, 0.965);VALID;(0.382, 0.200, 0.902);(0.000, 0.000, 0.000);(0.168, 0.076, 0.983);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.041, 282.242);41.149;63.600;VALID;(0.388, 0.273, 0.880);(-0.032, 0.000, 0.000);0.536;6.599;12.311;VALID;(0.371, 0.181, 0.911);(0.032, 0.000, 0.000);0.493;6.433;13.051;0.1117107;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.589
19;4/3/2025 3:27:21 PM;147497;1000247399058577259;63879290841703;(-0.062, 1.404, 1.059);(0.083, -0.103, 0.060, 0.989);(499.385, 1.904, 241.798);(-0.194, -0.176, 0.965);VALID;(0.381, 0.201, 0.903);(0.000, 0.000, 0.000);(0.168, 0.076, 0.983);(499.385, 1.904, 241.798);TargetLandmark1_Billboard;(506.300, 5.041, 282.242);41.149;63.600;VALID;(0.388, 0.273, 0.880);(-0.032, 0.000, 0.000);0.536;6.601;12.311;VALID;(0.370, 0.181, 0.911);(0.032, 0.000, 0.000);0.493;6.433;13.051;0.1182199;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.589
19;4/3/2025 3:27:21 PM;147498;1000247399063580306;63879290841725;(-0.062, 1.405, 1.059);(0.082, -0.096, 0.060, 0.990);(499.386, 1.905, 241.799);(-0.181, -0.174, 0.968);VALID;(0.378, 0.202, 0.904);(0.000, 0.000, 0.000);(0.172, 0.082, 0.982);(499.386, 1.905, 241.799);TargetLandmark1_Billboard;(506.300, 5.206, 281.099);40.039;63.600;VALID;(0.384, 0.274, 0.882);(-0.032, 0.000, 0.000);0.535;6.583;12.311;VALID;(0.368, 0.182, 0.912);(0.032, 0.000, 0.000);0.493;6.433;13.051;0.1029095;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.861
19;4/3/2025 3:27:21 PM;147499;1000247399068583319;63879290841725;(-0.062, 1.405, 1.059);(0.082, -0.096, 0.060, 0.990);(499.386, 1.905, 241.799);(-0.181, -0.174, 0.968);VALID;(0.377, 0.203, 0.904);(0.000, 0.000, 0.000);(0.172, 0.082, 0.982);(499.386, 1.905, 241.799);TargetLandmark1_Billboard;(506.300, 5.206, 281.099);40.039;63.600;VALID;(0.383, 0.275, 0.882);(-0.032, 0.000, 0.000);0.536;6.596;12.311;VALID;(0.367, 0.182, 0.912);(0.032, 0.000, 0.000);0.493;6.433;13.051;0.1081391;0;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);94.861
