Trial;Time;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GlobalCameraPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;CombinedGazeForwardGlobal;CombinedGazePositionGlobal;GazeHitObject;GazeHitPosition;GazeHitDistance;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;isInDirectionTrigger;DirectionTriggerName;isInLandmarkTrigger;LandmarkTriggerName;IsLookingAtMap;MapLocalPos;MapLandmarkName
;4/14/2025 12:27:24 PM;1754068;1000236739773358545;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.068, -0.067, 0.995);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.049, -0.057, 0.997);(-0.031, 0.000, 0.000);0.354;4.459;12.592;VALID;(-0.088, -0.076, 0.993);(0.031, 0.000, 0.000);0.355;4.352;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754069;1000236739778359486;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.067, -0.017, 0.998);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.048, -0.002, 0.999);(-0.031, 0.000, 0.000);0.354;4.459;12.592;VALID;(-0.086, -0.032, 0.996);(0.031, 0.000, 0.000);0.352;4.318;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754070;1000236739783360420;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.066, 0.040, 0.997);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.047, 0.064, 0.997);(-0.031, 0.000, 0.000);0.353;4.447;12.592;VALID;(-0.083, 0.017, 0.996);(0.031, 0.000, 0.000);0.350;4.299;12.273;0.6400306;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754071;1000236739788361383;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.062, 0.097, 0.993);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.045, 0.122, 0.991);(-0.031, 0.000, 0.000);0.353;4.439;12.592;VALID;(-0.078, 0.071, 0.994);(0.031, 0.000, 0.000);0.351;4.314;12.273;0.5543997;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754072;1000236739793362299;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.055, 0.149, 0.987);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.041, 0.177, 0.983);(-0.031, 0.000, 0.000);0.351;4.420;12.592;VALID;(-0.067, 0.121, 0.990);(0.031, 0.000, 0.000);0.350;4.298;12.273;0.4131213;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754073;1000236739798363188;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.046, 0.192, 0.980);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.035, 0.222, 0.974);(-0.031, 0.000, 0.000);0.350;4.405;12.592;VALID;(-0.055, 0.162, 0.985);(0.031, 0.000, 0.000);0.350;4.301;12.273;0.2970966;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754074;1000236739803364088;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.037, 0.219, 0.975);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.030, 0.244, 0.969);(-0.031, 0.000, 0.000);0.348;4.387;12.592;VALID;(-0.044, 0.194, 0.980);(0.031, 0.000, 0.000);0.351;4.303;12.273;0.3196779;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754075;1000236739808364949;63880230444268;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.029, 0.239, 0.971);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.022, 0.271, 0.962);(-0.031, 0.000, 0.000);0.346;4.359;12.592;VALID;(-0.036, 0.210, 0.977);(0.031, 0.000, 0.000);0.351;4.302;12.273;0.2049725;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754076;1000236739813365876;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.022, 0.250, 0.968);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.016, 0.281, 0.960);(-0.031, 0.000, 0.000);0.345;4.346;12.592;VALID;(-0.029, 0.223, 0.974);(0.031, 0.000, 0.000);0.349;4.284;12.273;0.2121778;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754077;1000236739818366741;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.017, 0.257, 0.966);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.011, 0.286, 0.958);(-0.031, 0.000, 0.000);0.345;4.339;12.592;VALID;(-0.022, 0.231, 0.973);(0.031, 0.000, 0.000);0.348;4.276;12.273;0.2096955;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754078;1000236739823367655;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.012, 0.260, 0.965);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.007, 0.288, 0.958);(-0.031, 0.000, 0.000);0.344;4.336;12.592;VALID;(-0.016, 0.235, 0.972);(0.031, 0.000, 0.000);0.348;4.274;12.273;0.1937652;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754079;1000236739828368519;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.007, 0.263, 0.965);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.003, 0.290, 0.957);(-0.031, 0.000, 0.000);0.344;4.334;12.592;VALID;(-0.012, 0.238, 0.971);(0.031, 0.000, 0.000);0.348;4.273;12.273;0.1729257;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754080;1000236739833369428;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.004, 0.265, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(-0.001, 0.291, 0.957);(-0.031, 0.000, 0.000);0.344;4.332;12.592;VALID;(-0.008, 0.241, 0.970);(0.031, 0.000, 0.000);0.348;4.273;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754081;1000236739838370334;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(-0.002, 0.267, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.001, 0.292, 0.956);(-0.031, 0.000, 0.000);0.344;4.331;12.592;VALID;(-0.006, 0.244, 0.970);(0.031, 0.000, 0.000);0.348;4.272;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754082;1000236739843371208;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.000, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.003, 0.293, 0.956);(-0.031, 0.000, 0.000);0.344;4.331;12.592;VALID;(-0.004, 0.245, 0.970);(0.031, 0.000, 0.000);0.348;4.271;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754083;1000236739848372102;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.000, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.004, 0.294, 0.956);(-0.031, 0.000, 0.000);0.344;4.330;12.592;VALID;(-0.004, 0.246, 0.969);(0.031, 0.000, 0.000);0.348;4.269;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754084;1000236739853372971;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.001, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.005, 0.294, 0.956);(-0.031, 0.000, 0.000);0.344;4.328;12.592;VALID;(-0.003, 0.246, 0.969);(0.031, 0.000, 0.000);0.347;4.261;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754085;1000236739858373851;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.002, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.006, 0.294, 0.956);(-0.031, 0.000, 0.000);0.344;4.325;12.592;VALID;(-0.003, 0.247, 0.969);(0.031, 0.000, 0.000);0.347;4.255;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754086;1000236739863374737;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.002, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.007, 0.294, 0.956);(-0.031, 0.000, 0.000);0.343;4.321;12.592;VALID;(-0.002, 0.247, 0.969);(0.031, 0.000, 0.000);0.346;4.250;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754087;1000236739868375557;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.003, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.007, 0.294, 0.956);(-0.031, 0.000, 0.000);0.343;4.315;12.592;VALID;(-0.002, 0.247, 0.969);(0.031, 0.000, 0.000);0.346;4.247;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754088;1000236739873376415;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.003, 0.270, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.008, 0.294, 0.956);(-0.031, 0.000, 0.000);0.342;4.310;12.592;VALID;(-0.002, 0.248, 0.969);(0.031, 0.000, 0.000);0.346;4.245;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754089;1000236739878377235;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.003, 0.270, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.008, 0.294, 0.956);(-0.031, 0.000, 0.000);0.342;4.303;12.592;VALID;(-0.002, 0.248, 0.969);(0.031, 0.000, 0.000);0.346;4.242;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754090;1000236739883378100;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.003, 0.270, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.008, 0.294, 0.956);(-0.031, 0.000, 0.000);0.341;4.297;12.592;VALID;(-0.001, 0.248, 0.969);(0.031, 0.000, 0.000);0.345;4.239;12.273;2;0;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754091;1000236739888378993;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.004, 0.270, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.008, 0.294, 0.956);(-0.031, 0.000, 0.000);0.341;4.291;12.592;VALID;(-0.001, 0.248, 0.969);(0.031, 0.000, 0.000);0.345;4.233;12.273;2;0.1699795;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754092;1000236739893379846;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.004, 0.270, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.009, 0.294, 0.956);(-0.031, 0.000, 0.000);0.340;4.285;12.592;VALID;(-0.001, 0.248, 0.969);(0.031, 0.000, 0.000);0.344;4.225;12.273;2;0.6203563;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754093;1000236739898380750;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.004, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.009, 0.294, 0.956);(-0.031, 0.000, 0.000);0.340;4.279;12.592;VALID;(-0.001, 0.248, 0.969);(0.031, 0.000, 0.000);0.344;4.220;12.273;2;0.7275608;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754094;1000236739903381610;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.004, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.009, 0.293, 0.956);(-0.031, 0.000, 0.000);0.339;4.273;12.592;VALID;(0.000, 0.247, 0.969);(0.031, 0.000, 0.000);0.343;4.209;12.273;2;0.9215082;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754095;1000236739908382456;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.269, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.009, 0.293, 0.956);(-0.031, 0.000, 0.000);0.339;4.267;12.592;VALID;(0.000, 0.247, 0.969);(0.031, 0.000, 0.000);0.342;4.200;12.273;2;0.9515521;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754096;1000236739913383267;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.009, 0.293, 0.956);(-0.031, 0.000, 0.000);0.339;4.263;12.592;VALID;(0.000, 0.246, 0.969);(0.031, 0.000, 0.000);0.342;4.193;12.273;2;0.9732664;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754097;1000236739918384127;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.009, 0.293, 0.956);(-0.031, 0.000, 0.000);0.338;4.257;12.592;VALID;(0.000, 0.246, 0.969);(0.031, 0.000, 0.000);0.341;4.188;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754098;1000236739923384969;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.293, 0.956);(-0.031, 0.000, 0.000);0.338;4.254;12.592;VALID;(0.000, 0.246, 0.969);(0.031, 0.000, 0.000);0.341;4.183;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754099;1000236739928385839;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.293, 0.956);(-0.031, 0.000, 0.000);0.338;4.250;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.340;4.172;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754100;1000236739933386771;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.293, 0.956);(-0.031, 0.000, 0.000);0.337;4.241;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.339;4.164;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754101;1000236739938387603;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.268, 0.963);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.293, 0.956);(-0.031, 0.000, 0.000);0.336;4.229;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.339;4.159;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754102;1000236739943388788;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.006, 0.268, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.335;4.217;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.339;4.155;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754103;1000236739948389563;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.006, 0.268, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.334;4.208;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.338;4.153;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754104;1000236739953390373;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.006, 0.268, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.334;4.200;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.337;4.135;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754105;1000236739958391405;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.006, 0.268, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.333;4.189;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.336;4.124;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754106;1000236739963392229;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.006, 0.268, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.332;4.181;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.335;4.116;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754107;1000236739968392994;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.267, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.332;4.175;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.335;4.112;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
;4/14/2025 12:27:24 PM;1754108;1000236739973393846;63880230444269;(-0.119, 1.356, -0.526);(0.002, 0.990, -0.126, -0.060);(497.094, 1.856, 235.080);(-0.120, -0.250, -0.961);VALID;(0.005, 0.267, 0.964);(0.000, 0.000, 0.000);(-0.186, 0.037, -0.982);(497.094, 1.856, 235.080);None;(0.000, 0.000, 0.000);-1.000;62.175;VALID;(0.010, 0.292, 0.956);(-0.031, 0.000, 0.000);0.331;4.166;12.592;VALID;(0.001, 0.246, 0.969);(0.031, 0.000, 0.000);0.334;4.099;12.273;2;1;True;Segment1;True;LandmarkTrigger1;False;(0.000, 0.000, 0.000);None
