
Time;controllerPos_x;controllerPos_y;controllerPos_z;PenToggleOn
4/3/2025 4:44:11 PM;;
4/3/2025 4:44:21 PM;-1.158575;0.7520418;2.20976;False
4/3/2025 4:44:21 PM;-1.158606;0.7520548;2.210165;False
4/3/2025 4:44:21 PM;-1.158718;0.7520224;2.210651;False
4/3/2025 4:44:21 PM;-1.158543;0.7519575;2.210983;False
4/3/2025 4:44:21 PM;-1.158233;0.7522339;2.211492;False
4/3/2025 4:44:21 PM;-1.15791;0.7524693;2.211953;False
4/3/2025 4:44:21 PM;-1.157697;0.7530818;2.212534;False
4/3/2025 4:44:21 PM;-1.157505;0.7534041;2.212963;False
4/3/2025 4:44:21 PM;-1.157082;0.7537423;2.213089;False
4/3/2025 4:44:21 PM;-1.156927;0.7538646;2.213139;False
4/3/2025 4:44:21 PM;-1.156854;0.7541232;2.213506;False
4/3/2025 4:44:21 PM;-1.156903;0.754312;2.213606;False
4/3/2025 4:44:21 PM;-1.156178;0.754998;2.213706;False
4/3/2025 4:44:21 PM;-1.155967;0.7564316;2.214115;False
4/3/2025 4:44:21 PM;-1.15514;0.7578341;2.214374;False
4/3/2025 4:44:21 PM;-1.154383;0.7591602;2.214514;False
4/3/2025 4:44:21 PM;-1.153762;0.7605219;2.214815;False
4/3/2025 4:44:21 PM;-1.153075;0.7617252;2.215087;False
4/3/2025 4:44:21 PM;-1.151819;0.7632157;2.215004;False
4/3/2025 4:44:21 PM;-1.150827;0.7647622;2.214952;False
4/3/2025 4:44:21 PM;-1.149492;0.7660083;2.214777;False
4/3/2025 4:44:21 PM;-1.148016;0.7673265;2.21436;False
4/3/2025 4:44:21 PM;-1.146467;0.7686757;2.214192;False
4/3/2025 4:44:21 PM;-1.144622;0.7698605;2.213637;False
4/3/2025 4:44:21 PM;-1.142881;0.7711122;2.212963;False
4/3/2025 4:44:21 PM;-1.141017;0.7722113;2.21189;False
4/3/2025 4:44:21 PM;-1.138496;0.7732201;2.210571;False
4/3/2025 4:44:21 PM;-1.136078;0.7743472;2.209568;False
4/3/2025 4:44:22 PM;-1.133372;0.7755314;2.208499;False
4/3/2025 4:44:22 PM;-1.129786;0.7769767;2.207363;False
4/3/2025 4:44:22 PM;-1.126465;0.7782838;2.206565;False
4/3/2025 4:44:22 PM;-1.122554;0.7799619;2.20572;False
4/3/2025 4:44:22 PM;-1.118055;0.7816463;2.204564;False
4/3/2025 4:44:22 PM;-1.113802;0.7833811;2.203594;False
4/3/2025 4:44:22 PM;-1.108257;0.7851509;2.202618;False
4/3/2025 4:44:22 PM;-1.102756;0.7870953;2.201671;False
4/3/2025 4:44:22 PM;-1.097388;0.7886803;2.200489;False
4/3/2025 4:44:22 PM;-1.091032;0.7904217;2.19929;False
4/3/2025 4:44:22 PM;-1.084407;0.7923657;2.197759;False
4/3/2025 4:44:22 PM;-1.07794;0.7943716;2.19644;False
4/3/2025 4:44:22 PM;-1.070337;0.7967029;2.194785;False
4/3/2025 4:44:22 PM;-1.062992;0.7992932;2.193302;False
4/3/2025 4:44:22 PM;-1.054775;0.8019644;2.192095;False
4/3/2025 4:44:22 PM;-1.044895;0.8047649;2.190637;False
4/3/2025 4:44:22 PM;-1.037141;0.8070942;2.189387;False
4/3/2025 4:44:22 PM;-1.027746;0.8097576;2.188199;False
4/3/2025 4:44:22 PM;-1.01806;0.8127109;2.186972;False
4/3/2025 4:44:22 PM;-1.008173;0.8155792;2.185671;False
4/3/2025 4:44:22 PM;-0.9977841;0.818777;2.184152;False
4/3/2025 4:44:22 PM;-0.9869895;0.822283;2.182939;False
4/3/2025 4:44:22 PM;-0.9762516;0.825896;2.181594;False
4/3/2025 4:44:22 PM;-0.9647183;0.8297136;2.180374;False
4/3/2025 4:44:22 PM;-0.9528136;0.834887;2.179397;False
4/3/2025 4:44:22 PM;-0.9407592;0.8398942;2.178495;False
4/3/2025 4:44:22 PM;-0.9286513;0.8451105;2.177557;False
4/3/2025 4:44:22 PM;-0.9151368;0.8505416;2.176758;False
4/3/2025 4:44:22 PM;-0.9030814;0.8559183;2.176164;False
4/3/2025 4:44:22 PM;-0.8895183;0.8621799;2.175721;False
4/3/2025 4:44:22 PM;-0.8753166;0.8687449;2.175236;False
4/3/2025 4:44:22 PM;-0.8611779;0.875442;2.174919;False
4/3/2025 4:44:22 PM;-0.8464346;0.8833934;2.174607;False
4/3/2025 4:44:22 PM;-0.8318276;0.8915384;2.174444;False
4/3/2025 4:44:22 PM;-0.8166075;0.8996394;2.173999;False
4/3/2025 4:44:22 PM;-0.8016949;0.908623;2.173804;False
4/3/2025 4:44:22 PM;-0.7857475;0.9175885;2.173252;False
4/3/2025 4:44:22 PM;-0.7703214;0.9267005;2.172948;False
4/3/2025 4:44:22 PM;-0.7532625;0.9368819;2.172738;False
4/3/2025 4:44:22 PM;-0.7366347;0.9473445;2.172523;False
4/3/2025 4:44:22 PM;-0.7208195;0.9575965;2.172422;False
4/3/2025 4:44:22 PM;-0.7044082;0.968259;2.17222;False
4/3/2025 4:44:22 PM;-0.6873245;0.9794272;2.172301;False
4/3/2025 4:44:22 PM;-0.6717281;0.9888936;2.172035;False
4/3/2025 4:44:22 PM;-0.6549082;0.9996369;2.172041;False
4/3/2025 4:44:22 PM;-0.6382465;1.010307;2.171856;False
4/3/2025 4:44:22 PM;-0.621428;1.021173;2.171778;False
4/3/2025 4:44:22 PM;-0.6050916;1.031975;2.171448;False
4/3/2025 4:44:22 PM;-0.5880647;1.042368;2.170951;False
4/3/2025 4:44:22 PM;-0.5713029;1.05263;2.170317;False
4/3/2025 4:44:22 PM;-0.5547137;1.062783;2.169747;False
4/3/2025 4:44:22 PM;-0.5385408;1.072015;2.168677;False
4/3/2025 4:44:22 PM;-0.5217986;1.081914;2.167569;False
4/3/2025 4:44:22 PM;-0.5057998;1.091119;2.166308;False
4/3/2025 4:44:22 PM;-0.489728;1.100557;2.164697;False
4/3/2025 4:44:22 PM;-0.4740252;1.109104;2.162969;False
4/3/2025 4:44:22 PM;-0.4581246;1.11769;2.161327;False
4/3/2025 4:44:22 PM;-0.4422722;1.125652;2.159322;False
4/3/2025 4:44:22 PM;-0.4267123;1.132987;2.157255;False
4/3/2025 4:44:22 PM;-0.4110489;1.140216;2.155019;False
4/3/2025 4:44:22 PM;-0.3956351;1.147083;2.152609;False
4/3/2025 4:44:22 PM;-0.3799224;1.15362;2.149819;False
4/3/2025 4:44:22 PM;-0.3652408;1.159675;2.147306;False
4/3/2025 4:44:22 PM;-0.3503492;1.165578;2.144695;False
4/3/2025 4:44:22 PM;-0.336421;1.170621;2.141975;False
4/3/2025 4:44:22 PM;-0.3222985;1.175802;2.139121;False
4/3/2025 4:44:22 PM;-0.3089299;1.180054;2.136194;False
4/3/2025 4:44:22 PM;-0.2957118;1.183858;2.133425;False
4/3/2025 4:44:22 PM;-0.2825499;1.18768;2.130604;False
4/3/2025 4:44:22 PM;-0.2697804;1.190662;2.127377;False
4/3/2025 4:44:22 PM;-0.2575426;1.193109;2.124054;False
