
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/15/2025 4:31:13 PM;;
4/15/2025 4:34:20 PM;TargetLandmark1_Billboard;(0.486, 0.350, 2.559);0.486;0.350;2.559;0.598;0.395;290.000
4/15/2025 4:34:20 PM;TargetLandmark2_LionStatue;(0.300, 0.707, 2.578);0.300;0.707;2.578;0.394;0.217;292.500
4/15/2025 4:34:20 PM;TargetLandmark3_GlobalLandmark1;(0.425, 0.893, 2.606);0.425;0.893;2.606;0.117;0.395;260.000
4/15/2025 4:34:20 PM;TargetLandmark4_GasStation;(0.728, 0.808, 2.558);0.728;0.808;2.558;0.307;0.677;295.000
4/15/2025 4:34:20 PM;TargetLandmark5_Church;(0.709, 0.535, 2.554);0.709;0.535;2.554;0.604;0.882;275.000
4/15/2025 4:34:20 PM;TargetLandmark6_GlobalLandmark2;(0.712, 0.390, 2.561);0.712;0.390;2.561;0.869;0.849;235.000
4/15/2025 4:34:20 PM;TargetLandmark7_MusicShop;(0.636, 0.265, 2.562);0.636;0.265;2.562;0.791;0.569;280.000
4/15/2025 4:34:21 PM;TargetLandmark1_Billboard;(0.486, 0.350, 2.559);0.486;0.350;2.559;0.598;0.395;290.000
4/15/2025 4:34:21 PM;TargetLandmark2_LionStatue;(0.300, 0.707, 2.578);0.300;0.707;2.578;0.394;0.217;292.500
4/15/2025 4:34:21 PM;TargetLandmark3_GlobalLandmark1;(0.425, 0.893, 2.606);0.425;0.893;2.606;0.117;0.395;260.000
4/15/2025 4:34:21 PM;TargetLandmark4_GasStation;(0.728, 0.808, 2.558);0.728;0.808;2.558;0.307;0.677;295.000
4/15/2025 4:34:21 PM;TargetLandmark5_Church;(0.709, 0.535, 2.554);0.709;0.535;2.554;0.604;0.882;275.000
4/15/2025 4:34:21 PM;TargetLandmark6_GlobalLandmark2;(0.712, 0.390, 2.561);0.712;0.390;2.561;0.869;0.849;235.000
4/15/2025 4:34:21 PM;TargetLandmark7_MusicShop;(0.636, 0.265, 2.562);0.636;0.265;2.562;0.791;0.569;280.000
