
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 4:37:21 PM;;
4/11/2025 4:39:14 PM;TargetLandmark1_Billboard;(0.549, 0.380, 2.437);0.549;0.380;2.437;0.598;0.395;290.000
4/11/2025 4:39:14 PM;TargetLandmark2_LionStatue;(0.761, 0.343, 2.464);0.761;0.343;2.464;0.394;0.217;292.500
4/11/2025 4:39:14 PM;TargetLandmark3_GlobalLandmark1;(0.914, 0.304, 2.473);0.914;0.304;2.473;0.117;0.395;260.000
4/11/2025 4:39:14 PM;TargetLandmark4_GasStation;(0.727, 0.162, 2.439);0.727;0.162;2.439;0.307;0.677;295.000
4/11/2025 4:39:14 PM;TargetLandmark5_Church;(0.555, 0.136, 2.443);0.555;0.136;2.443;0.604;0.882;275.000
4/11/2025 4:39:14 PM;TargetLandmark6_GlobalLandmark2;(0.386, 0.136, 2.432);0.386;0.136;2.432;0.869;0.849;235.000
4/11/2025 4:39:14 PM;TargetLandmark7_MusicShop;(0.284, 0.314, 2.457);0.284;0.314;2.457;0.791;0.569;280.000
4/11/2025 4:39:15 PM;TargetLandmark1_Billboard;(0.549, 0.380, 2.437);0.549;0.380;2.437;0.598;0.395;290.000
4/11/2025 4:39:15 PM;TargetLandmark2_LionStatue;(0.761, 0.343, 2.464);0.761;0.343;2.464;0.394;0.217;292.500
4/11/2025 4:39:15 PM;TargetLandmark3_GlobalLandmark1;(0.914, 0.304, 2.473);0.914;0.304;2.473;0.117;0.395;260.000
4/11/2025 4:39:15 PM;TargetLandmark4_GasStation;(0.727, 0.162, 2.439);0.727;0.162;2.439;0.307;0.677;295.000
4/11/2025 4:39:15 PM;TargetLandmark5_Church;(0.555, 0.136, 2.443);0.555;0.136;2.443;0.604;0.882;275.000
4/11/2025 4:39:15 PM;TargetLandmark6_GlobalLandmark2;(0.386, 0.136, 2.432);0.386;0.136;2.432;0.869;0.849;235.000
4/11/2025 4:39:15 PM;TargetLandmark7_MusicShop;(0.284, 0.314, 2.457);0.284;0.314;2.457;0.791;0.569;280.000
4/11/2025 4:39:18 PM;TargetLandmark1_Billboard;(0.549, 0.380, 2.437);0.549;0.380;2.437;0.598;0.395;290.000
4/11/2025 4:39:18 PM;TargetLandmark2_LionStatue;(0.761, 0.343, 2.464);0.761;0.343;2.464;0.394;0.217;292.500
4/11/2025 4:39:18 PM;TargetLandmark3_GlobalLandmark1;(0.914, 0.304, 2.473);0.914;0.304;2.473;0.117;0.395;260.000
4/11/2025 4:39:18 PM;TargetLandmark4_GasStation;(0.727, 0.162, 2.439);0.727;0.162;2.439;0.307;0.677;295.000
4/11/2025 4:39:18 PM;TargetLandmark5_Church;(0.555, 0.136, 2.443);0.555;0.136;2.443;0.604;0.882;275.000
4/11/2025 4:39:18 PM;TargetLandmark6_GlobalLandmark2;(0.386, 0.136, 2.432);0.386;0.136;2.432;0.869;0.849;235.000
4/11/2025 4:39:18 PM;TargetLandmark7_MusicShop;(0.284, 0.314, 2.457);0.284;0.314;2.457;0.791;0.569;280.000
