
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 4:23:47 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/11/2025 4:24:01 PM;;
4/11/2025 4:27:48 PM;TargetLandmark1_Billboard;(0.685, 0.687, 2.504);0.685;0.687;2.504;0.598;0.395;290.000
4/11/2025 4:27:48 PM;TargetLandmark2_LionStatue;(0.316, 0.729, 2.553);0.316;0.729;2.553;0.394;0.217;292.500
4/11/2025 4:27:48 PM;TargetLandmark3_GlobalLandmark1;(0.946, 0.282, 2.469);0.946;0.282;2.469;0.117;0.395;260.000
4/11/2025 4:27:48 PM;TargetLandmark4_GasStation;(0.792, 0.432, 2.467);0.792;0.432;2.467;0.307;0.677;295.000
4/11/2025 4:27:48 PM;TargetLandmark5_Church;(0.395, 0.179, 2.454);0.395;0.179;2.454;0.604;0.882;275.000
4/11/2025 4:27:48 PM;TargetLandmark6_GlobalLandmark2;(0.227, 0.257, 2.454);0.227;0.257;2.454;0.869;0.849;235.000
4/11/2025 4:27:48 PM;TargetLandmark7_MusicShop;(0.483, 0.533, 2.465);0.483;0.533;2.465;0.791;0.569;280.000
4/11/2025 4:27:53 PM;TargetLandmark1_Billboard;(0.685, 0.687, 2.504);0.685;0.687;2.504;0.598;0.395;290.000
4/11/2025 4:27:53 PM;TargetLandmark2_LionStatue;(0.316, 0.729, 2.553);0.316;0.729;2.553;0.394;0.217;292.500
4/11/2025 4:27:53 PM;TargetLandmark3_GlobalLandmark1;(0.946, 0.282, 2.469);0.946;0.282;2.469;0.117;0.395;260.000
4/11/2025 4:27:53 PM;TargetLandmark4_GasStation;(0.792, 0.432, 2.467);0.792;0.432;2.467;0.307;0.677;295.000
4/11/2025 4:27:53 PM;TargetLandmark5_Church;(0.395, 0.179, 2.454);0.395;0.179;2.454;0.604;0.882;275.000
4/11/2025 4:27:53 PM;TargetLandmark6_GlobalLandmark2;(0.227, 0.257, 2.454);0.227;0.257;2.454;0.869;0.849;235.000
4/11/2025 4:27:53 PM;TargetLandmark7_MusicShop;(0.483, 0.533, 2.465);0.483;0.533;2.465;0.791;0.569;280.000
