
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/7/2025 6:00:32 PM;;
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/7/2025 6:00:42 PM;;
4/7/2025 6:01:06 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/7/2025 6:01:06 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/7/2025 6:01:06 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/7/2025 6:01:06 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/7/2025 6:01:06 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/7/2025 6:01:06 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/7/2025 6:01:06 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/7/2025 6:06:17 PM;TargetLandmark1_Billboard;(0.552, 0.341, 2.502);0.552;0.341;2.502;0.598;0.395;290.000
4/7/2025 6:06:17 PM;TargetLandmark2_LionStatue;(0.548, 0.816, 2.622);0.548;0.816;2.622;0.394;0.217;292.500
4/7/2025 6:06:17 PM;TargetLandmark3_GlobalLandmark1;(0.312, 0.501, 2.575);0.312;0.501;2.575;0.117;0.395;260.000
4/7/2025 6:06:17 PM;TargetLandmark4_GasStation;(0.342, 0.766, 2.569);0.342;0.766;2.569;0.307;0.677;295.000
4/7/2025 6:06:17 PM;TargetLandmark5_Church;(0.783, 0.625, 2.532);0.783;0.625;2.532;0.604;0.882;275.000
4/7/2025 6:06:17 PM;TargetLandmark6_GlobalLandmark2;(0.777, 0.740, 2.535);0.777;0.740;2.535;0.869;0.849;235.000
4/7/2025 6:06:17 PM;TargetLandmark7_MusicShop;(0.583, 0.623, 2.558);0.583;0.623;2.558;0.791;0.569;280.000
4/7/2025 6:06:18 PM;TargetLandmark1_Billboard;(0.552, 0.341, 2.502);0.552;0.341;2.502;0.598;0.395;290.000
4/7/2025 6:06:18 PM;TargetLandmark2_LionStatue;(0.548, 0.816, 2.622);0.548;0.816;2.622;0.394;0.217;292.500
4/7/2025 6:06:18 PM;TargetLandmark3_GlobalLandmark1;(0.312, 0.501, 2.575);0.312;0.501;2.575;0.117;0.395;260.000
4/7/2025 6:06:18 PM;TargetLandmark4_GasStation;(0.342, 0.766, 2.569);0.342;0.766;2.569;0.307;0.677;295.000
4/7/2025 6:06:18 PM;TargetLandmark5_Church;(0.783, 0.625, 2.532);0.783;0.625;2.532;0.604;0.882;275.000
4/7/2025 6:06:18 PM;TargetLandmark6_GlobalLandmark2;(0.777, 0.740, 2.535);0.777;0.740;2.535;0.869;0.849;235.000
4/7/2025 6:06:18 PM;TargetLandmark7_MusicShop;(0.583, 0.623, 2.558);0.583;0.623;2.558;0.791;0.569;280.000
