
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/7/2025 1:35:53 PM;;
4/7/2025 1:39:28 PM;TargetLandmark1_Billboard;(0.290, 0.561, 2.429);0.290;0.561;2.429;0.598;0.395;290.000
4/7/2025 1:39:28 PM;TargetLandmark2_LionStatue;(0.796, 0.378, 2.516);0.796;0.378;2.516;0.394;0.217;292.500
4/7/2025 1:39:28 PM;TargetLandmark3_GlobalLandmark1;(0.252, 0.760, 2.525);0.252;0.760;2.525;0.117;0.395;260.000
4/7/2025 1:39:28 PM;TargetLandmark4_GasStation;(0.501, 0.638, 2.509);0.501;0.638;2.509;0.307;0.677;295.000
4/7/2025 1:39:28 PM;TargetLandmark5_Church;(0.729, 0.722, 2.505);0.729;0.722;2.505;0.604;0.882;275.000
4/7/2025 1:39:28 PM;TargetLandmark6_GlobalLandmark2;(0.893, 0.718, 2.456);0.893;0.718;2.456;0.869;0.849;235.000
4/7/2025 1:39:28 PM;TargetLandmark7_MusicShop;(0.555, 0.291, 2.468);0.555;0.291;2.468;0.791;0.569;280.000
4/7/2025 1:39:30 PM;TargetLandmark1_Billboard;(0.290, 0.561, 2.429);0.290;0.561;2.429;0.598;0.395;290.000
4/7/2025 1:39:30 PM;TargetLandmark2_LionStatue;(0.796, 0.378, 2.516);0.796;0.378;2.516;0.394;0.217;292.500
4/7/2025 1:39:30 PM;TargetLandmark3_GlobalLandmark1;(0.252, 0.760, 2.525);0.252;0.760;2.525;0.117;0.395;260.000
4/7/2025 1:39:30 PM;TargetLandmark4_GasStation;(0.501, 0.638, 2.509);0.501;0.638;2.509;0.307;0.677;295.000
4/7/2025 1:39:30 PM;TargetLandmark5_Church;(0.729, 0.722, 2.505);0.729;0.722;2.505;0.604;0.882;275.000
4/7/2025 1:39:30 PM;TargetLandmark6_GlobalLandmark2;(0.893, 0.718, 2.456);0.893;0.718;2.456;0.869;0.849;235.000
4/7/2025 1:39:30 PM;TargetLandmark7_MusicShop;(0.555, 0.291, 2.468);0.555;0.291;2.468;0.791;0.569;280.000
