
Timestamp,DateTime,StimulusName,StimulusInterval
63887053494723,7/2/2025 11:44:54 AM,T,2.5
63887053497238,7/2/2025 11:44:57 AM,T,2.5
63887053499748,7/2/2025 11:44:59 AM,G,2.5
63887053502272,7/2/2025 11:45:02 AM,T,2.5
63887053504790,7/2/2025 11:45:04 AM,K,2.5
63887053507290,7/2/2025 11:45:07 AM,T,2.5
63887053509792,7/2/2025 11:45:09 AM,K,2.5
63887053512297,7/2/2025 11:45:12 AM,T,2.5
63887053514801,7/2/2025 11:45:14 AM,T,2.5
63887053517305,7/2/2025 11:45:17 AM,K,2.5
63887053519811,7/2/2025 11:45:19 AM,T,2.5
63887053522321,7/2/2025 11:45:22 AM,T,2.5
63887053524828,7/2/2025 11:45:24 AM,D,2.5
63887053527341,7/2/2025 11:45:27 AM,T,2.5
63887053529847,7/2/2025 11:45:29 AM,K,2.5
63887053532360,7/2/2025 11:45:32 AM,T,2.5
63887053534870,7/2/2025 11:45:34 AM,D,2.5
63887053537376,7/2/2025 11:45:37 AM,D,2.5
63887053539882,7/2/2025 11:45:39 AM,T,2.5
63887053542412,7/2/2025 11:45:42 AM,G,2.5
63887053544923,7/2/2025 11:45:44 AM,D,2.5
63887053547429,7/2/2025 11:45:47 AM,G,2.5
63887053549940,7/2/2025 11:45:49 AM,D,2.5
63887053552445,7/2/2025 11:45:52 AM,T,2.5
63887053554965,7/2/2025 11:45:54 AM,T,2.5
63887053557469,7/2/2025 11:45:57 AM,T,2.5
63887053559990,7/2/2025 11:45:59 AM,D,2.5
63887053562492,7/2/2025 11:46:02 AM,G,2.5
63887053565000,7/2/2025 11:46:05 AM,K,2.5
63887053567518,7/2/2025 11:46:07 AM,T,2.5
63887053570025,7/2/2025 11:46:10 AM,G,2.5
63887053572541,7/2/2025 11:46:12 AM,D,2.5
63887053575062,7/2/2025 11:46:15 AM,G,2.5
63887053577577,7/2/2025 11:46:17 AM,D,2.5
63887053580085,7/2/2025 11:46:20 AM,K,2.5
63887053582595,7/2/2025 11:46:22 AM,T,2.5
63887053585108,7/2/2025 11:46:25 AM,T,2.5
63887053587612,7/2/2025 11:46:27 AM,K,2.5
63887053590128,7/2/2025 11:46:30 AM,T,2.5
63887053592640,7/2/2025 11:46:32 AM,G,2.5
63887053595150,7/2/2025 11:46:35 AM,T,2.5
63887053597665,7/2/2025 11:46:37 AM,G,2.5
63887053600189,7/2/2025 11:46:40 AM,G,2.5
63887053602717,7/2/2025 11:46:42 AM,T,2.5
63887053605245,7/2/2025 11:46:45 AM,K,2.5
63887053607766,7/2/2025 11:46:47 AM,K,2.5
63887053610268,7/2/2025 11:46:50 AM,T,2.5
63887053612796,7/2/2025 11:46:52 AM,T,2.5
63887053615321,7/2/2025 11:46:55 AM,D,2.5
63887053617823,7/2/2025 11:46:57 AM,D,2.5
63887053620323,7/2/2025 11:47:00 AM,K,2.5
63887053622850,7/2/2025 11:47:02 AM,D,2.5
63887053625374,7/2/2025 11:47:05 AM,D,2.5
63887053627904,7/2/2025 11:47:07 AM,K,2.5
63887053630409,7/2/2025 11:47:10 AM,T,2.5
63887053632929,7/2/2025 11:47:12 AM,T,2.5
63887053635432,7/2/2025 11:47:15 AM,G,2.5
63887053637937,7/2/2025 11:47:17 AM,K,2.5
63887053640461,7/2/2025 11:47:20 AM,D,2.5
63887053642962,7/2/2025 11:47:22 AM,G,2.5
63887053645466,7/2/2025 11:47:25 AM,D,2.5
63887053647970,7/2/2025 11:47:27 AM,K,2.5
63887053650491,7/2/2025 11:47:30 AM,K,2.5
63887053652991,7/2/2025 11:47:32 AM,K,2.5
63887053655502,7/2/2025 11:47:35 AM,D,2.5
63887053658009,7/2/2025 11:47:38 AM,D,2.5
63887053660534,7/2/2025 11:47:40 AM,T,2.5
63887053663036,7/2/2025 11:47:43 AM,D,2.5
63887053665552,7/2/2025 11:47:45 AM,G,2.5
63887053668053,7/2/2025 11:47:48 AM,T,2.5
63887053670566,7/2/2025 11:47:50 AM,G,2.5
63887053673074,7/2/2025 11:47:53 AM,T,2.5
63887053675591,7/2/2025 11:47:55 AM,G,2.5
63887053678092,7/2/2025 11:47:58 AM,G,2.5
63887053680619,7/2/2025 11:48:00 AM,D,2.5
63887053683122,7/2/2025 11:48:03 AM,G,2.5
63887053685633,7/2/2025 11:48:05 AM,K,2.5
63887053688140,7/2/2025 11:48:08 AM,K,2.5
63887053690645,7/2/2025 11:48:10 AM,G,2.5
63887053693164,7/2/2025 11:48:13 AM,G,2.5
63887053695677,7/2/2025 11:48:15 AM,D,2.5
63887053698190,7/2/2025 11:48:18 AM,G,2.5
63887053700702,7/2/2025 11:48:20 AM,D,2.5
63887053703222,7/2/2025 11:48:23 AM,G,2.5
63887053705725,7/2/2025 11:48:25 AM,D,2.5
63887053708256,7/2/2025 11:48:28 AM,G,2.5
63887053710784,7/2/2025 11:48:30 AM,K,2.5
63887053713310,7/2/2025 11:48:33 AM,D,2.5
63887053715830,7/2/2025 11:48:35 AM,K,2.5
63887053718357,7/2/2025 11:48:38 AM,T,2.5
63887053720868,7/2/2025 11:48:40 AM,G,2.5
63887053723399,7/2/2025 11:48:43 AM,T,2.5
