
Timestamp,DateTime,StimulusName,StimulusInterval
63879897881173,4/10/2025 4:04:41 PM,G,2.5
63879897883684,4/10/2025 4:04:43 PM,T,2.5
63879897886193,4/10/2025 4:04:46 PM,D,2.5
63879897888693,4/10/2025 4:04:48 PM,K,2.5
63879897891194,4/10/2025 4:04:51 PM,K,2.5
63879897893704,4/10/2025 4:04:53 PM,T,2.5
63879897896206,4/10/2025 4:04:56 PM,G,2.5
63879897898717,4/10/2025 4:04:58 PM,T,2.5
63879897901229,4/10/2025 4:05:01 PM,D,2.5
63879897903737,4/10/2025 4:05:03 PM,D,2.5
63879897906238,4/10/2025 4:05:06 PM,K,2.5
63879897908748,4/10/2025 4:05:08 PM,G,2.5
63879897911249,4/10/2025 4:05:11 PM,T,2.5
63879897913750,4/10/2025 4:05:13 PM,T,2.5
63879897916261,4/10/2025 4:05:16 PM,D,2.5
63879897918760,4/10/2025 4:05:18 PM,K,2.5
63879897921263,4/10/2025 4:05:21 PM,K,2.5
63879897923768,4/10/2025 4:05:23 PM,D,2.5
63879897926271,4/10/2025 4:05:26 PM,G,2.5
63879897928780,4/10/2025 4:05:28 PM,G,2.5
63879897931280,4/10/2025 4:05:31 PM,D,2.5
63879897933789,4/10/2025 4:05:33 PM,K,2.5
63879897936295,4/10/2025 4:05:36 PM,T,2.5
63879897938800,4/10/2025 4:05:38 PM,G,2.5
63879897941303,4/10/2025 4:05:41 PM,T,2.5
63879897943806,4/10/2025 4:05:43 PM,T,2.5
63879897946309,4/10/2025 4:05:46 PM,G,2.5
63879897948817,4/10/2025 4:05:48 PM,T,2.5
63879897951326,4/10/2025 4:05:51 PM,G,2.5
63879897953837,4/10/2025 4:05:53 PM,G,2.5
63879897956337,4/10/2025 4:05:56 PM,D,2.5
63879897958837,4/10/2025 4:05:58 PM,D,2.5
63879897961338,4/10/2025 4:06:01 PM,T,2.5
63879897963838,4/10/2025 4:06:03 PM,K,2.5
63879897966349,4/10/2025 4:06:06 PM,D,2.5
63879897968850,4/10/2025 4:06:08 PM,G,2.5
63879897971350,4/10/2025 4:06:11 PM,G,2.5
63879897973854,4/10/2025 4:06:13 PM,T,2.5
63879897976355,4/10/2025 4:06:16 PM,D,2.5
63879897978861,4/10/2025 4:06:18 PM,K,2.5
63879897981371,4/10/2025 4:06:21 PM,T,2.5
63879897983883,4/10/2025 4:06:23 PM,G,2.5
63879897986385,4/10/2025 4:06:26 PM,G,2.5
63879897988894,4/10/2025 4:06:28 PM,G,2.5
63879897991404,4/10/2025 4:06:31 PM,D,2.5
63879897993908,4/10/2025 4:06:33 PM,K,2.5
63879897996413,4/10/2025 4:06:36 PM,T,2.5
63879897998921,4/10/2025 4:06:38 PM,G,2.5
63879898001427,4/10/2025 4:06:41 PM,G,2.5
63879898003938,4/10/2025 4:06:43 PM,D,2.5
63879898006442,4/10/2025 4:06:46 PM,G,2.5
63879898008953,4/10/2025 4:06:48 PM,D,2.5
63879898011463,4/10/2025 4:06:51 PM,T,2.5
63879898013970,4/10/2025 4:06:53 PM,G,2.5
63879898016484,4/10/2025 4:06:56 PM,D,2.5
63879898018993,4/10/2025 4:06:58 PM,T,2.5
63879898021506,4/10/2025 4:07:01 PM,K,2.5
63879898024008,4/10/2025 4:07:04 PM,T,2.5
63879898026514,4/10/2025 4:07:06 PM,K,2.5
63879898029015,4/10/2025 4:07:09 PM,G,2.5
63879898031526,4/10/2025 4:07:11 PM,G,2.5
63879898034037,4/10/2025 4:07:14 PM,T,2.5
63879898036538,4/10/2025 4:07:16 PM,G,2.5
63879898039048,4/10/2025 4:07:19 PM,D,2.5
63879898041548,4/10/2025 4:07:21 PM,D,2.5
63879898044049,4/10/2025 4:07:24 PM,D,2.5
63879898046562,4/10/2025 4:07:26 PM,D,2.5
63879898049070,4/10/2025 4:07:29 PM,G,2.5
63879898051571,4/10/2025 4:07:31 PM,T,2.5
63879898054081,4/10/2025 4:07:34 PM,G,2.5
63879898056581,4/10/2025 4:07:36 PM,D,2.5
63879898059083,4/10/2025 4:07:39 PM,D,2.5
63879898061593,4/10/2025 4:07:41 PM,T,2.5
63879898064093,4/10/2025 4:07:44 PM,K,2.5
63879898066604,4/10/2025 4:07:46 PM,D,2.5
63879898069104,4/10/2025 4:07:49 PM,K,2.5
63879898071604,4/10/2025 4:07:51 PM,K,2.5
63879898074108,4/10/2025 4:07:54 PM,K,2.5
63879898076618,4/10/2025 4:07:56 PM,D,2.5
63879898079126,4/10/2025 4:07:59 PM,K,2.5
63879898081638,4/10/2025 4:08:01 PM,G,2.5
63879898084160,4/10/2025 4:08:04 PM,D,2.5
63879898086671,4/10/2025 4:08:06 PM,T,2.5
63879898089186,4/10/2025 4:08:09 PM,D,2.5
63879898091708,4/10/2025 4:08:11 PM,K,2.5
63879898094216,4/10/2025 4:08:14 PM,D,2.5
63879898096725,4/10/2025 4:08:16 PM,G,2.5
63879898099253,4/10/2025 4:08:19 PM,K,2.5
63879898101748,4/10/2025 4:08:21 PM,D,2.5
63879898104259,4/10/2025 4:08:24 PM,T,2.5
63879898106771,4/10/2025 4:08:26 PM,T,2.5
63879898109281,4/10/2025 4:08:29 PM,T,2.5
63879898111782,4/10/2025 4:08:31 PM,D,2.5
63879898114297,4/10/2025 4:08:34 PM,K,2.5
63879898116801,4/10/2025 4:08:36 PM,T,2.5
63879898119312,4/10/2025 4:08:39 PM,G,2.5
63879898121815,4/10/2025 4:08:41 PM,D,2.5
63879898124326,4/10/2025 4:08:44 PM,G,2.5
63879898126836,4/10/2025 4:08:46 PM,G,2.5
63879898129337,4/10/2025 4:08:49 PM,K,2.5
63879898131845,4/10/2025 4:08:51 PM,D,2.5
63879898134351,4/10/2025 4:08:54 PM,G,2.5
63879898136859,4/10/2025 4:08:56 PM,K,2.5
63879898139374,4/10/2025 4:08:59 PM,G,2.5
63879898141885,4/10/2025 4:09:01 PM,K,2.5
63879898144392,4/10/2025 4:09:04 PM,G,2.5
63879898146902,4/10/2025 4:09:06 PM,D,2.5
63879898149403,4/10/2025 4:09:09 PM,D,2.5
63879898151910,4/10/2025 4:09:11 PM,D,2.5
63879898154420,4/10/2025 4:09:14 PM,K,2.5
63879898156926,4/10/2025 4:09:16 PM,D,2.5
63879898159426,4/10/2025 4:09:19 PM,G,2.5
63879898161935,4/10/2025 4:09:21 PM,D,2.5
63879898164435,4/10/2025 4:09:24 PM,T,2.5
63879898166937,4/10/2025 4:09:26 PM,T,2.5
63879898169447,4/10/2025 4:09:29 PM,G,2.5
63879898171950,4/10/2025 4:09:31 PM,K,2.5
63879898174460,4/10/2025 4:09:34 PM,K,2.5
63879898176964,4/10/2025 4:09:36 PM,K,2.5
63879898179471,4/10/2025 4:09:39 PM,D,2.5
63879898181980,4/10/2025 4:09:41 PM,G,2.5
63879898184482,4/10/2025 4:09:44 PM,G,2.5
63879898186983,4/10/2025 4:09:46 PM,T,2.5
63879898189490,4/10/2025 4:09:49 PM,G,2.5
63879898192001,4/10/2025 4:09:52 PM,K,2.5
63879898194504,4/10/2025 4:09:54 PM,D,2.5
63879898197001,4/10/2025 4:09:57 PM,G,2.5
63879898199512,4/10/2025 4:09:59 PM,D,2.5
63879898202016,4/10/2025 4:10:02 PM,D,2.5
63879898204524,4/10/2025 4:10:04 PM,K,2.5
63879898207026,4/10/2025 4:10:07 PM,T,2.5
63879898209526,4/10/2025 4:10:09 PM,T,2.5
63879898212036,4/10/2025 4:10:12 PM,D,2.5
63879898214546,4/10/2025 4:10:14 PM,T,2.5
63879898217051,4/10/2025 4:10:17 PM,G,2.5
63879898219556,4/10/2025 4:10:19 PM,K,2.5
63879898222062,4/10/2025 4:10:22 PM,T,2.5
