
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/10/2025 4:00:08 PM;;
4/10/2025 4:03:39 PM;TargetLandmark1_Billboard;(0.482, 0.569, 2.462);0.482;0.569;2.462;0.598;0.395;290.000
4/10/2025 4:03:39 PM;TargetLandmark2_LionStatue;(0.452, 0.690, 2.515);0.452;0.690;2.515;0.394;0.217;292.500
4/10/2025 4:03:39 PM;TargetLandmark3_GlobalLandmark1;(0.201, 0.523, 2.473);0.201;0.523;2.473;0.117;0.395;260.000
4/10/2025 4:03:39 PM;TargetLandmark4_GasStation;(0.299, 0.668, 2.464);0.299;0.668;2.464;0.307;0.677;295.000
4/10/2025 4:03:39 PM;TargetLandmark5_Church;(0.669, 0.753, 2.499);0.669;0.753;2.499;0.604;0.882;275.000
4/10/2025 4:03:39 PM;TargetLandmark6_GlobalLandmark2;(0.699, 0.455, 2.520);0.699;0.455;2.520;0.869;0.849;235.000
4/10/2025 4:03:39 PM;TargetLandmark7_MusicShop;(0.797, 0.593, 2.521);0.797;0.593;2.521;0.791;0.569;280.000
4/10/2025 4:03:41 PM;TargetLandmark1_Billboard;(0.482, 0.569, 2.462);0.482;0.569;2.462;0.598;0.395;290.000
4/10/2025 4:03:41 PM;TargetLandmark2_LionStatue;(0.452, 0.690, 2.515);0.452;0.690;2.515;0.394;0.217;292.500
4/10/2025 4:03:41 PM;TargetLandmark3_GlobalLandmark1;(0.201, 0.523, 2.473);0.201;0.523;2.473;0.117;0.395;260.000
4/10/2025 4:03:41 PM;TargetLandmark4_GasStation;(0.299, 0.668, 2.464);0.299;0.668;2.464;0.307;0.677;295.000
4/10/2025 4:03:41 PM;TargetLandmark5_Church;(0.669, 0.753, 2.499);0.669;0.753;2.499;0.604;0.882;275.000
4/10/2025 4:03:41 PM;TargetLandmark6_GlobalLandmark2;(0.699, 0.455, 2.520);0.699;0.455;2.520;0.869;0.849;235.000
4/10/2025 4:03:41 PM;TargetLandmark7_MusicShop;(0.797, 0.593, 2.521);0.797;0.593;2.521;0.791;0.569;280.000
