Trial;Time;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GlobalCameraPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;CombinedGazeForwardGlobal;CombinedGazePositionGlobal;GazeHitObject;GazeHitPosition;GazeHitDistance;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;HoldingObjectName;HoldingObjectPosition
;4/2/2025 2:29:44 PM;350247;1000157539798794633;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350248;1000157539803796686;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350249;1000157539808798761;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350250;1000157539813800832;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350251;1000157539818802897;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350252;1000157539823804960;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350253;1000157539828806990;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350254;1000157539833809013;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350255;1000157539838811041;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350256;1000157539843813058;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350257;1000157539848815056;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350258;1000157539853817069;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350259;1000157539858819077;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350260;1000157539863821075;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350261;1000157539868823257;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350262;1000157539873825223;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350263;1000157539878827195;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350264;1000157539883829167;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350265;1000157539888831119;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350266;1000157539893833064;63879200984818;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350267;1000157539898835010;63879200984819;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350268;1000157539903836961;63879200984819;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
;4/2/2025 2:29:44 PM;350269;1000157539908838904;63879200984819;(-0.764, 1.444, 0.208);(0.050, 0.978, -0.193, 0.054);(-0.764, 1.444, 0.208);(0.086, -0.383, -0.920);INVALID;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;;None;(0.000, 0.000, 0.000)
