Trial;Time;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GlobalCameraPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;CombinedGazeForwardGlobal;CombinedGazePositionGlobal;GazeHitObject;GazeHitPosition;GazeHitDistance;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;ReferenceLandmark;DisplayLandmark;GroundTruthDirection;GazeAngleDeviation
20;4/2/2025 2:13:42 PM;157927;1000156577821367687;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.328, 0.031, 0.944);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.325, 0.054, 0.944);(-0.030, 0.000, 0.000);0.298;3.763;12.631;VALID;(-0.329, 0.012, 0.944);(0.030, 0.000, 0.000);0.257;3.227;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157928;1000156577826370674;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.311, 0.001, 0.950);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.306, 0.019, 0.952);(-0.030, 0.000, 0.000);0.299;3.779;12.631;VALID;(-0.316, -0.012, 0.949);(0.030, 0.000, 0.000);0.262;3.289;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157929;1000156577831373665;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.298, -0.024, 0.954);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.291, -0.012, 0.957);(-0.030, 0.000, 0.000);0.299;3.781;12.631;VALID;(-0.306, -0.032, 0.951);(0.030, 0.000, 0.000);0.269;3.380;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157930;1000156577836376642;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.282, -0.055, 0.958);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.278, -0.051, 0.959);(-0.030, 0.000, 0.000);0.299;3.780;12.631;VALID;(-0.288, -0.055, 0.956);(0.030, 0.000, 0.000);0.269;3.375;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157931;1000156577841379607;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.269, -0.085, 0.959);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.266, -0.082, 0.961);(-0.030, 0.000, 0.000);0.297;3.748;12.631;VALID;(-0.273, -0.084, 0.958);(0.030, 0.000, 0.000);0.263;3.295;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157932;1000156577846382703;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.257, -0.109, 0.960);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.251, -0.109, 0.962);(-0.030, 0.000, 0.000);0.298;3.769;12.631;VALID;(-0.264, -0.107, 0.959);(0.030, 0.000, 0.000);0.264;3.316;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157933;1000156577851385643;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.246, -0.132, 0.960);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.237, -0.133, 0.962);(-0.030, 0.000, 0.000);0.299;3.771;12.631;VALID;(-0.256, -0.129, 0.958);(0.030, 0.000, 0.000);0.266;3.338;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157934;1000156577856388573;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.237, -0.159, 0.958);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.227, -0.162, 0.960);(-0.030, 0.000, 0.000);0.299;3.783;12.631;VALID;(-0.247, -0.155, 0.957);(0.030, 0.000, 0.000);0.267;3.345;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157935;1000156577861391637;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.229, -0.184, 0.956);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.217, -0.190, 0.957);(-0.030, 0.000, 0.000);0.299;3.779;12.631;VALID;(-0.241, -0.176, 0.954);(0.030, 0.000, 0.000);0.271;3.402;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157936;1000156577866394551;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.223, -0.204, 0.953);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.210, -0.213, 0.954);(-0.030, 0.000, 0.000);0.298;3.770;12.631;VALID;(-0.236, -0.195, 0.952);(0.030, 0.000, 0.000);0.271;3.400;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157937;1000156577871397487;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.220, -0.224, 0.950);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.206, -0.235, 0.950);(-0.030, 0.000, 0.000);0.298;3.764;12.631;VALID;(-0.234, -0.211, 0.949);(0.030, 0.000, 0.000);0.271;3.402;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157938;1000156577876400385;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.218, -0.235, 0.947);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.204, -0.242, 0.949);(-0.030, 0.000, 0.000);0.297;3.754;12.631;VALID;(-0.233, -0.227, 0.946);(0.030, 0.000, 0.000);0.273;3.420;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157939;1000156577881403255;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.212, -0.252, 0.944);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.197, -0.260, 0.945);(-0.030, 0.000, 0.000);0.295;3.732;12.631;VALID;(-0.229, -0.242, 0.943);(0.030, 0.000, 0.000);0.273;3.423;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157940;1000156577886406172;63879200022796;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.207, -0.267, 0.941);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.192, -0.279, 0.941);(-0.030, 0.000, 0.000);0.296;3.740;12.631;VALID;(-0.226, -0.251, 0.941);(0.030, 0.000, 0.000);0.273;3.426;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157941;1000156577891409077;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.203, -0.274, 0.940);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.187, -0.287, 0.939);(-0.030, 0.000, 0.000);0.297;3.747;12.631;VALID;(-0.221, -0.259, 0.940);(0.030, 0.000, 0.000);0.273;3.429;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157942;1000156577896412178;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.197, -0.289, 0.937);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.181, -0.305, 0.935);(-0.030, 0.000, 0.000);0.298;3.762;12.631;VALID;(-0.217, -0.268, 0.939);(0.030, 0.000, 0.000);0.273;3.431;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157943;1000156577901415023;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.193, -0.297, 0.935);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.177, -0.313, 0.933);(-0.030, 0.000, 0.000);0.299;3.771;12.631;VALID;(-0.214, -0.275, 0.937);(0.030, 0.000, 0.000);0.274;3.443;12.546;0.7864217;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157944;1000156577906417854;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.196, -0.301, 0.933);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.182, -0.317, 0.931);(-0.030, 0.000, 0.000);0.299;3.776;12.631;VALID;(-0.214, -0.280, 0.936);(0.030, 0.000, 0.000);0.276;3.465;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157945;1000156577911420678;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.197, -0.305, 0.932);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.182, -0.320, 0.930);(-0.030, 0.000, 0.000);0.299;3.781;12.631;VALID;(-0.215, -0.284, 0.934);(0.030, 0.000, 0.000);0.277;3.480;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157946;1000156577916423502;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.197, -0.307, 0.931);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.183, -0.323, 0.929);(-0.030, 0.000, 0.000);0.300;3.791;12.631;VALID;(-0.216, -0.286, 0.934);(0.030, 0.000, 0.000);0.278;3.491;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157947;1000156577921426309;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.201, -0.307, 0.930);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.188, -0.321, 0.928);(-0.030, 0.000, 0.000);0.301;3.800;12.631;VALID;(-0.217, -0.288, 0.933);(0.030, 0.000, 0.000);0.279;3.501;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157948;1000156577926429104;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.203, -0.307, 0.930);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.190, -0.323, 0.927);(-0.030, 0.000, 0.000);0.301;3.801;12.631;VALID;(-0.219, -0.288, 0.932);(0.030, 0.000, 0.000);0.279;3.502;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157949;1000156577931431903;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.207, -0.304, 0.930);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.194, -0.318, 0.928);(-0.030, 0.000, 0.000);0.302;3.814;12.631;VALID;(-0.222, -0.288, 0.932);(0.030, 0.000, 0.000);0.279;3.503;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157950;1000156577936434685;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.209, -0.303, 0.930);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.196, -0.317, 0.928);(-0.030, 0.000, 0.000);0.302;3.817;12.631;VALID;(-0.224, -0.287, 0.931);(0.030, 0.000, 0.000);0.279;3.501;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157951;1000156577941437556;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.213, -0.296, 0.931);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.200, -0.307, 0.931);(-0.030, 0.000, 0.000);0.300;3.796;12.631;VALID;(-0.226, -0.285, 0.932);(0.030, 0.000, 0.000);0.279;3.501;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157952;1000156577946440315;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.215, -0.292, 0.932);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.202, -0.303, 0.931);(-0.030, 0.000, 0.000);0.300;3.791;12.631;VALID;(-0.228, -0.281, 0.932);(0.030, 0.000, 0.000);0.279;3.502;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
20;4/2/2025 2:13:42 PM;157953;1000156577951443077;63879200022797;(-0.230, 1.464, 1.276);(0.127, 0.389, 0.036, 0.912);(655.275, 1.964, 489.915);(0.718, -0.204, 0.665);VALID;(-0.216, -0.292, 0.932);(0.000, 0.000, 0.000);(0.647, -0.521, 0.557);(655.275, 1.964, 489.915);Street_5_6;(657.686, 0.021, 492.000);3.727;61.050;VALID;(-0.203, -0.304, 0.931);(-0.030, 0.000, 0.000);0.300;3.792;12.631;VALID;(-0.230, -0.279, 0.933);(0.030, 0.000, 0.000);0.279;3.497;12.546;2;0;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);146.505
