
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/8/2025 6:06:40 PM;;
4/8/2025 6:06:51 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/8/2025 6:06:51 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/8/2025 6:06:51 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/8/2025 6:06:51 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/8/2025 6:06:51 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/8/2025 6:06:51 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/8/2025 6:06:51 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/8/2025 6:08:59 PM;TargetLandmark1_Billboard;(0.348, 0.662, 2.473);0.348;0.662;2.473;0.598;0.395;290.000
4/8/2025 6:08:59 PM;TargetLandmark2_LionStatue;(0.564, 0.391, 2.437);0.564;0.391;2.437;0.394;0.217;292.500
4/8/2025 6:08:59 PM;TargetLandmark3_GlobalLandmark1;(0.287, 0.334, 2.467);0.287;0.334;2.467;0.117;0.395;260.000
4/8/2025 6:08:59 PM;TargetLandmark4_GasStation;(0.601, 0.782, 2.341);0.601;0.782;2.341;0.307;0.677;295.000
4/8/2025 6:08:59 PM;TargetLandmark5_Church;(0.205, 0.823, 2.311);0.205;0.823;2.311;0.604;0.882;275.000
4/8/2025 6:08:59 PM;TargetLandmark6_GlobalLandmark2;(0.369, 0.523, 2.333);0.369;0.523;2.333;0.869;0.849;235.000
4/8/2025 6:08:59 PM;TargetLandmark7_MusicShop;(0.671, 0.538, 2.570);0.671;0.538;2.570;0.791;0.569;280.000
4/8/2025 6:09:02 PM;TargetLandmark1_Billboard;(0.348, 0.662, 2.473);0.348;0.662;2.473;0.598;0.395;290.000
4/8/2025 6:09:02 PM;TargetLandmark2_LionStatue;(0.564, 0.391, 2.437);0.564;0.391;2.437;0.394;0.217;292.500
4/8/2025 6:09:02 PM;TargetLandmark3_GlobalLandmark1;(0.287, 0.334, 2.467);0.287;0.334;2.467;0.117;0.395;260.000
4/8/2025 6:09:02 PM;TargetLandmark4_GasStation;(0.601, 0.782, 2.341);0.601;0.782;2.341;0.307;0.677;295.000
4/8/2025 6:09:02 PM;TargetLandmark5_Church;(0.205, 0.823, 2.311);0.205;0.823;2.311;0.604;0.882;275.000
4/8/2025 6:09:02 PM;TargetLandmark6_GlobalLandmark2;(0.369, 0.523, 2.333);0.369;0.523;2.333;0.869;0.849;235.000
4/8/2025 6:09:02 PM;TargetLandmark7_MusicShop;(0.671, 0.538, 2.570);0.671;0.538;2.570;0.791;0.569;280.000
