
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/8/2025 6:20:29 PM;;
4/8/2025 6:20:34 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/8/2025 6:20:34 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/8/2025 6:20:34 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/8/2025 6:20:34 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/8/2025 6:20:34 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/8/2025 6:20:34 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/8/2025 6:20:34 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/8/2025 6:22:24 PM;TargetLandmark1_Billboard;(0.115, 0.652, 2.455);0.115;0.652;2.455;0.598;0.395;290.000
4/8/2025 6:22:24 PM;TargetLandmark2_LionStatue;(0.549, 0.365, 2.450);0.549;0.365;2.450;0.394;0.217;292.500
4/8/2025 6:22:24 PM;TargetLandmark3_GlobalLandmark1;(0.424, 0.261, 2.468);0.424;0.261;2.468;0.117;0.395;260.000
4/8/2025 6:22:24 PM;TargetLandmark4_GasStation;(0.277, 0.346, 2.448);0.277;0.346;2.448;0.307;0.677;295.000
4/8/2025 6:22:24 PM;TargetLandmark5_Church;(0.312, 0.775, 2.300);0.312;0.775;2.300;0.604;0.882;275.000
4/8/2025 6:22:24 PM;TargetLandmark6_GlobalLandmark2;(0.500, 0.741, 2.346);0.500;0.741;2.346;0.869;0.849;235.000
4/8/2025 6:22:24 PM;TargetLandmark7_MusicShop;(0.770, 0.641, 2.468);0.770;0.641;2.468;0.791;0.569;280.000
4/8/2025 6:22:25 PM;TargetLandmark1_Billboard;(0.115, 0.652, 2.455);0.115;0.652;2.455;0.598;0.395;290.000
4/8/2025 6:22:25 PM;TargetLandmark2_LionStatue;(0.549, 0.365, 2.450);0.549;0.365;2.450;0.394;0.217;292.500
4/8/2025 6:22:25 PM;TargetLandmark3_GlobalLandmark1;(0.424, 0.261, 2.468);0.424;0.261;2.468;0.117;0.395;260.000
4/8/2025 6:22:25 PM;TargetLandmark4_GasStation;(0.277, 0.346, 2.448);0.277;0.346;2.448;0.307;0.677;295.000
4/8/2025 6:22:25 PM;TargetLandmark5_Church;(0.312, 0.775, 2.300);0.312;0.775;2.300;0.604;0.882;275.000
4/8/2025 6:22:25 PM;TargetLandmark6_GlobalLandmark2;(0.500, 0.741, 2.346);0.500;0.741;2.346;0.869;0.849;235.000
4/8/2025 6:22:25 PM;TargetLandmark7_MusicShop;(0.770, 0.641, 2.468);0.770;0.641;2.468;0.791;0.569;280.000
