
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/8/2025 4:14:33 PM;;
4/8/2025 4:14:38 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/8/2025 4:14:38 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/8/2025 4:14:38 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/8/2025 4:14:38 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/8/2025 4:14:38 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/8/2025 4:14:38 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/8/2025 4:14:38 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/8/2025 4:16:34 PM;TargetLandmark1_Billboard;(0.335, 0.476, 2.436);0.335;0.476;2.436;0.598;0.395;290.000
4/8/2025 4:16:34 PM;TargetLandmark2_LionStatue;(0.153, 0.544, 2.429);0.153;0.544;2.429;0.394;0.217;292.500
4/8/2025 4:16:34 PM;TargetLandmark3_GlobalLandmark1;(0.780, 0.638, 2.386);0.780;0.638;2.386;0.117;0.395;260.000
4/8/2025 4:16:34 PM;TargetLandmark4_GasStation;(0.589, 0.879, 2.436);0.589;0.879;2.436;0.307;0.677;295.000
4/8/2025 4:16:34 PM;TargetLandmark5_Church;(0.281, 0.681, 2.456);0.281;0.681;2.456;0.604;0.882;275.000
4/8/2025 4:16:34 PM;TargetLandmark6_GlobalLandmark2;(0.621, 0.505, 2.517);0.621;0.505;2.517;0.869;0.849;235.000
4/8/2025 4:16:34 PM;TargetLandmark7_MusicShop;(0.661, 0.722, 2.572);0.661;0.722;2.572;0.791;0.569;280.000
