
Time;Landmark_name;Landmark_viewPos;est_x;est_y;est_z;answer_x;anwser_y;answer_z
4/8/2025 4:26:53 PM;;
4/8/2025 4:26:56 PM;TargetLandmark1_Billboard;(-0.096, 0.619, 2.263);-0.096;0.619;2.263;0.598;0.395;290.000
4/8/2025 4:26:56 PM;TargetLandmark2_LionStatue;(-0.096, 0.261, 2.263);-0.096;0.261;2.263;0.394;0.217;292.500
4/8/2025 4:26:56 PM;TargetLandmark3_GlobalLandmark1;(-0.096, 0.383, 2.263);-0.096;0.383;2.263;0.117;0.395;260.000
4/8/2025 4:26:56 PM;TargetLandmark4_GasStation;(-0.096, 0.153, 2.263);-0.096;0.153;2.263;0.307;0.677;295.000
4/8/2025 4:26:56 PM;TargetLandmark5_Church;(-0.096, 0.862, 2.263);-0.096;0.862;2.263;0.604;0.882;275.000
4/8/2025 4:26:56 PM;TargetLandmark6_GlobalLandmark2;(-0.096, 0.740, 2.263);-0.096;0.740;2.263;0.869;0.849;235.000
4/8/2025 4:26:56 PM;TargetLandmark7_MusicShop;(-0.096, 0.498, 2.263);-0.096;0.498;2.263;0.791;0.569;280.000
4/8/2025 4:28:14 PM;TargetLandmark1_Billboard;(0.293, 0.661, 2.599);0.293;0.661;2.599;0.598;0.395;290.000
4/8/2025 4:28:14 PM;TargetLandmark2_LionStatue;(0.334, 0.310, 2.497);0.334;0.310;2.497;0.394;0.217;292.500
4/8/2025 4:28:14 PM;TargetLandmark3_GlobalLandmark1;(0.144, 0.293, 2.550);0.144;0.293;2.550;0.117;0.395;260.000
4/8/2025 4:28:14 PM;TargetLandmark4_GasStation;(0.344, 0.469, 2.588);0.344;0.469;2.588;0.307;0.677;295.000
4/8/2025 4:28:14 PM;TargetLandmark5_Church;(0.771, 0.454, 2.525);0.771;0.454;2.525;0.604;0.882;275.000
4/8/2025 4:28:14 PM;TargetLandmark6_GlobalLandmark2;(0.649, 0.569, 2.572);0.649;0.569;2.572;0.869;0.849;235.000
4/8/2025 4:28:14 PM;TargetLandmark7_MusicShop;(0.399, 0.786, 2.580);0.399;0.786;2.580;0.791;0.569;280.000
4/8/2025 4:28:14 PM;TargetLandmark1_Billboard;(0.293, 0.661, 2.599);0.293;0.661;2.599;0.598;0.395;290.000
4/8/2025 4:28:14 PM;TargetLandmark2_LionStatue;(0.334, 0.310, 2.497);0.334;0.310;2.497;0.394;0.217;292.500
4/8/2025 4:28:14 PM;TargetLandmark3_GlobalLandmark1;(0.144, 0.293, 2.550);0.144;0.293;2.550;0.117;0.395;260.000
4/8/2025 4:28:14 PM;TargetLandmark4_GasStation;(0.344, 0.469, 2.588);0.344;0.469;2.588;0.307;0.677;295.000
4/8/2025 4:28:14 PM;TargetLandmark5_Church;(0.771, 0.454, 2.525);0.771;0.454;2.525;0.604;0.882;275.000
4/8/2025 4:28:14 PM;TargetLandmark6_GlobalLandmark2;(0.649, 0.569, 2.572);0.649;0.569;2.572;0.869;0.849;235.000
4/8/2025 4:28:14 PM;TargetLandmark7_MusicShop;(0.399, 0.786, 2.580);0.399;0.786;2.580;0.791;0.569;280.000
